RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
32.846535,1066.4618,-0.3105916976928711,5.3785534,3.7016108,1.4993768,5.5501094,16.893408,14554.068,13047.224,12975.319,843.75,820.3125,609.375,1
23.057344,528.9652,-0.055407389998435974,3.7306507,3.2755814,1.3936996,4.5651765,12.895969,10291.477,9779.772,7041.6084,46.875,445.3125,867.1875,1
20.82876,427.6172,0.2325301468372345,4.124514,3.6260538,1.4156113,5.133083,14.762753,10739.679,9211.611,6779.771,46.875,445.3125,632.8125,1
19.746367,390.0787,0.16968928277492523,4.3561535,3.8248155,1.4554777,5.5669336,16.545242,8167.5137,7539.084,7105.3286,445.3125,117.1875,421.875,1
23.801006,565.7136,0.07257126271724701,3.9898536,3.013536,1.4485425,4.365235,14.347299,16609.607,12090.941,8839.091,70.3125,23.4375,46.875,1
26.559742,705.4469,-0.4500330686569214,4.8433843,2.700523,1.492056,4.029331,15.063714,17993.94,17441.152,12222.305,70.3125,46.875,23.4375,1
26.496973,701.1306,-0.6025299429893494,5.0345135,2.7069201,1.4967647,4.0516224,15.072773,20852.418,15250.873,9901.911,46.875,70.3125,23.4375,1
26.520979,701.06635,-0.34196794033050537,4.824217,2.70447,1.4625257,3.9553566,14.010759,17737.654,17477.988,11288.871,70.3125,46.875,140.625,1
21.953121,481.48816,-0.6588289141654968,7.1121283,3.5070846,1.5242984,5.345844,18.274567,14454.034,9429.44,8390.927,70.3125,93.75,140.625,1
22.013594,450.18643,-0.28837186098098755,5.2166696,3.4974506,1.4789262,5.172471,15.581662,16659.113,15016.627,12052.209,46.875,70.3125,0.0,1
21.716839,436.09528,-0.3458949327468872,5.4566083,3.5452423,1.5164222,5.376084,16.711308,17294.105,13561.522,12243.342,46.875,70.3125,0.0,1
21.551552,445.28253,-0.5359039306640625,5.3709397,3.572432,1.5638242,5.5866556,18.28652,14530.659,14479.241,10866.882,70.3125,46.875,23.4375,1
23.229803,481.29532,-0.3190968632698059,5.0842752,3.2708097,1.557259,5.0934978,16.874178,15672.685,12417.936,11542.47,0.0,140.625,23.4375,1
21.36407,450.2871,0.5985029935836792,5.1223993,3.8847506,1.5833808,6.1510396,16.66217,12683.959,12424.625,10443.991,46.875,70.3125,140.625,1
21.623045,465.432,0.6491047143936157,4.9681444,3.838224,1.5652912,6.007938,16.27577,14755.829,12011.196,10414.174,46.875,70.3125,117.1875,1
21.445066,456.7614,0.6753291487693787,5.096536,3.8700783,1.5883361,6.146985,16.594538,13376.222,12715.403,9683.084,70.3125,46.875,93.75,1
18.667974,321.86353,1.0448317527770996,5.055722,4.4458003,1.5712291,6.9853706,15.459281,11497.006,10599.638,7657.8257,23.4375,0.0,46.875,1
15.90808,252.61302,-0.219934344291687,5.5627527,3.4332309,1.5360184,5.2735057,17.37544,8279.761,7307.563,7217.612,23.4375,445.3125,421.875,1
15.971442,254.8296,-0.24980886280536652,5.498401,3.4196105,1.5190521,5.1945667,16.882961,8067.1714,8019.903,7739.3228,23.4375,421.875,46.875,1
15.992815,255.86458,-0.4024749994277954,5.4753428,3.4150405,1.5161303,5.177646,17.17623,9325.29,7225.014,7136.2725,23.4375,421.875,445.3125,1
23.730045,464.04617,-1.4811997413635254,4.9018683,1.759713,1.6474087,2.8989668,14.745175,20407.727,16217.221,12843.334,0.0,23.4375,140.625,1
26.24313,678.7849,-0.45032384991645813,4.7275414,2.5977266,1.5964428,4.147122,15.364151,21016.525,19325.826,10775.269,70.3125,46.875,93.75,1
25.954182,662.523,-0.43248021602630615,4.932445,2.6266472,1.6302854,4.2821846,16.052023,20294.674,19121.877,11520.596,46.875,70.3125,93.75,1
