TempoLeituraSD,TempoNormalizacao,TempoJanela,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia,TempoTotalBatch
173953,1148,172,6167,1841,1104,19,38305
76123,1148,171,6166,1840,1105,19,38302
70420,1148,171,6167,1840,1108,18,38311
70444,1148,172,6167,1840,1109,19,38316
70356,1148,171,6167,1841,1107,19,38312
70317,1148,172,6167,1840,1110,19,38318
70318,1147,171,6166,1840,1107,19,38314
77253,1148,172,6167,1841,1107,18,38307
70354,1148,172,6168,1840,1109,19,38318
70469,1148,172,6168,1840,1106,20,38317
70418,1147,171,6167,1840,1109,19,38316
75860,1149,171,6167,1840,1105,18,38312
70406,1148,172,6167,1840,1108,19,38307
70355,1148,171,6167,1841,1108,19,38310
70356,1148,172,6167,1840,1107,19,38309
77178,1148,172,6167,1840,1107,20,38315
70292,1147,171,6167,1840,1108,19,38317
79550,1148,172,6166,1840,1103,19,38304
70394,1147,172,6167,1841,1110,19,38311
70407,1148,172,6167,1841,1106,19,38312
70381,1148,172,6167,1841,1106,19,38308
70392,1148,171,6167,1839,1108,19,38309
75958,1147,172,6166,1840,1105,19,38303
77352,1148,172,6167,1841,1107,20,38305
85666,1149,171,6166,1840,1109,19,38316
70357,1148,172,6167,1840,1107,19,38310
70382,1148,171,6167,1840,1107,19,38312
70408,1148,172,6167,1841,1108,19,38313
70394,1147,172,6167,1841,1109,19,38311
70379,1148,171,6166,1841,1106,19,38306
70379,1147,172,6167,1840,1106,19,38307
77277,1147,172,6167,1840,1106,19,38306
75760,1148,172,6167,1840,1105,20,38305
70431,1147,171,6167,1840,1107,19,38308
70307,1147,172,6166,1840,1108,19,38310
70380,1148,171,6167,1841,1104,19,38304
70356,1148,172,6167,1839,1106,19,38302
79687,1147,171,6167,1840,1109,19,38308
70330,1148,171,6167,1840,1106,19,38308
77303,1147,172,6167,1840,1107,19,38306
70368,1148,172,6167,1840,1109,19,38317
75998,1148,171,6167,1840,1104,20,38309
70481,1148,172,6166,1840,1106,19,38305
70382,1147,171,6167,1840,1109,20,38315
70356,1147,172,6168,1839,1108,19,38310
70305,1148,172,6167,1840,1107,19,38313
70368,1147,172,6167,1840,1108,19,38313
77227,1148,172,6166,1840,1105,20,38305
70317,1148,172,6167,1841,1108,18,38312
70406,1147,171,6166,1840,1105,19,38304
79839,1148,172,6167,1840,1110,19,38314
75811,1148,172,6167,1839,1111,19,38318
70406,1147,171,6167,1840,1107,19,38316
70355,1148,172,6167,1840,1107,20,38310
70306,1148,172,6167,1840,1104,19,38307
77226,1147,172,6167,1839,1110,20,38312
70368,1148,172,6167,1840,1108,19,38312
70395,1148,171,6167,1840,1111,19,38316
70408,1147,171,6167,1840,1108,19,38316
70406,1148,171,6167,1841,1106,19,38314
70393,1148,171,6167,1841,1105,20,38309
70354,1148,172,6166,1840,1108,19,38312
75646,1148,172,6168,1839,1106,20,38309
86583,1147,172,6167,1841,1106,19,38307
70394,1148,171,6167,1840,1105,19,38310
70407,1148,172,6167,1840,1109,19,38313
70444,1148,171,6166,1840,1107,19,38306
70406,1148,171,6168,1840,1109,20,38314
70431,1147,172,6168,1840,1108,21,38317
70341,1147,171,6166,1840,1107,19,38311
70343,1147,171,6167,1840,1109,19,38312
82718,1148,172,6167,1840,1111,20,38324
70331,1148,172,6166,1840,1108,19,38311
70444,1147,172,6166,1840,1110,19,38321
79713,1147,171,6166,1840,1106,19,38308
70432,1148,172,6167,1840,1108,19,38309
79750,1148,171,6167,1840,1108,19,38316
70417,1148,172,6167,1839,1105,19,38303
70330,1148,172,6167,1841,1109,18,38316
77266,1147,171,6167,1840,1105,19,38300
70380,1147,171,6167,1840,1109,19,38311
75898,1148,171,6167,1840,1105,19,38312
70395,1147,171,6166,1840,1105,18,38303
70394,1147,172,6166,1841,1107,19,38314
75785,1147,171,6167,1840,1106,20,38313
70317,1148,171,6167,1840,1112,19,38322
70317,1148,172,6167,1840,1110,20,38322
77252,1147,171,6167,1841,1109,19,38318
70305,1147,171,6167,1841,1109,19,38316
79801,1148,172,6167,1840,1105,18,38310
70355,1148,172,6167,1840,1106,20,38305
75910,1147,171,6167,1840,1106,19,38309
70318,1149,171,6167,1840,1108,19,38317
70229,1147,172,6167,1840,1108,19,38314
70229,1147,172,6167,1841,1109,20,38322
77189,1148,171,6167,1840,1107,18,38311
70267,1148,172,6167,1840,1111,19,38313
70319,1148,172,6166,1840,1110,19,38322
70319,1148,171,6167,1840,1107,19,38322
70331,1149,171,6167,1839,1107,19,38310
70305,1148,172,6167,1841,1108,19,38308
75646,1148,171,6167,1840,1108,19,38315
79562,1147,171,6166,1840,1109,19,38310
77179,1148,172,6166,1840,1106,19,38306
70329,1147,173,6167,1839,1110,20,38319
70344,1147,171,6166,1840,1108,19,38314
70345,1148,171,6167,1841,1106,19,38303
70369,1148,172,6166,1840,1107,18,38303
70330,1148,172,6167,1840,1111,19,38308
70293,1147,171,6166,1840,1109,19,38312
70293,1148,171,6167,1840,1110,20,38319
82718,1147,171,6167,1840,1108,19,38314
70331,1148,171,6167,1841,1109,19,38317
70394,1148,172,6166,1840,1107,19,38310
70331,1147,172,6166,1841,1109,20,38317
70345,1148,171,6167,1841,1105,19,38314
79751,1148,172,6167,1840,1109,19,38309
70331,1148,172,6167,1840,1109,19,38321
70392,1147,171,6167,1840,1108,19,38317
77252,1148,172,6167,1840,1112,19,38319
70405,1147,172,6166,1840,1110,19,38319
75861,1147,172,6168,1839,1108,20,38316
70481,1147,172,6168,1840,1104,19,38304
70394,1147,172,6167,1840,1107,20,38308
70356,1147,172,6167,1840,1105,19,38303
70317,1148,172,6167,1841,1109,20,38314
70316,1148,172,6167,1839,1108,20,38314
77253,1148,172,6167,1840,1108,19,38310
70419,1147,172,6166,1840,1107,19,38311
79776,1147,171,6167,1840,1109,19,38315
84979,1148,172,6167,1840,1108,20,38312
70495,1148,172,6167,1840,1108,19,38313
70419,1148,172,6166,1840,1107,19,38309
70231,1148,171,6167,1840,1109,19,38313
70317,1148,171,6167,1840,1111,19,38313
77228,1147,171,6167,1840,1111,18,38320
70407,1147,171,6167,1840,1108,19,38313
70393,1147,171,6167,1840,1109,19,38323
70419,1147,171,6167,1840,1107,19,38313
70406,1148,172,6167,1839,1108,19,38312
70406,1148,172,6167,1841,1108,19,38311
75808,1149,171,6166,1841,1108,20,38320
79837,1147,171,6167,1840,1109,19,38314
82481,1148,171,6167,1840,1108,19,38312
70342,1147,173,6166,1840,1112,19,38315
70395,1148,171,6166,1840,1109,19,38317
70407,1147,172,6167,1840,1109,20,38318
70394,1148,171,6167,1840,1106,19,38310
70431,1148,172,6167,1840,1110,19,38318
70342,1147,172,6167,1840,1110,20,38318
70305,1148,172,6167,1840,1108,19,38321
82719,1148,172,6167,1841,1108,19,38314
70456,1147,172,6166,1840,1109,19,38319
70395,1148,172,6167,1840,1107,19,38318
70482,1147,171,6167,1840,1107,19,38311
79777,1148,171,6167,1841,1108,19,38316
70331,1148,171,6167,1840,1107,18,38319
70279,1148,172,6167,1840,1108,20,38311
70330,1148,171,6166,1840,1108,19,38310
77266,1147,172,6166,1840,1113,18,38322
75660,1147,171,6167,1840,1106,19,38312
70431,1147,172,6167,1840,1106,20,38311
70443,1148,171,6167,1840,1109,20,38316
70319,1147,172,6166,1840,1109,20,38320
70368,1147,172,6167,1841,1108,19,38319
70318,1148,172,6167,1840,1107,19,38308
70354,1147,172,6166,1840,1107,19,38310
77239,1148,172,6166,1840,1111,19,38317
79762,1147,172,6167,1841,1107,19,38310
70419,1147,171,6167,1841,1107,19,38316
75899,1148,171,6167,1840,1111,19,38317
70481,1148,172,6168,1840,1109,19,38318
70369,1148,172,6167,1840,1108,19,38315
70318,1148,172,6167,1840,1107,19,38308
70318,1147,171,6167,1841,1109,19,38319
77277,1148,172,6168,1839,1108,20,38314
70419,1148,172,6167,1840,1109,19,38324
70407,1148,172,6166,1840,1107,19,38315
70420,1147,172,6167,1841,1110,19,38316
70419,1148,172,6167,1841,1103,20,38305
70417,1148,171,6167,1840,1106,19,38311
85241,1147,171,6167,1840,1110,19,38311
70381,1147,171,6167,1840,1110,19,38319
77240,1148,172,6166,1841,1107,19,38309
70342,1147,173,6167,1840,1106,19,38301
70407,1147,171,6166,1840,1108,19,38312
70408,1147,171,6167,1840,1106,19,38307
79625,1148,172,6167,1840,1106,19,38311
70494,1148,172,6166,1840,1110,19,38312
70317,1147,172,6167,1841,1113,19,38320
75971,1147,171,6167,1840,1106,19,38316
77279,1148,171,6167,1840,1108,19,38308
70392,1148,172,6167,1840,1107,18,38313
70356,1148,172,6167,1839,1106,19,38305
79788,1148,172,6167,1840,1109,19,38312
70394,1147,171,6167,1840,1108,19,38314
70382,1147,172,6166,1841,1105,19,38305
70380,1147,172,6166,1840,1108,20,38305
70341,1148,171,6167,1840,1109,19,38317
77215,1148,171,6167,1840,1108,19,38314
75848,1148,172,6167,1840,1106,19,38310
70394,1147,171,6167,1840,1111,19,38312
70407,1148,172,6166,1840,1105,19,38311
75873,1148,172,6168,1839,1108,21,38315
70369,1148,172,6167,1840,1106,19,38311
70380,1147,171,6167,1840,1106,19,38306
70318,1147,171,6167,1840,1104,19,38299
86722,1147,171,6167,1840,1106,19,38308
70367,1147,173,6167,1839,1109,19,38313
70420,1148,172,6167,1840,1105,20,38310
75773,1148,171,6167,1839,1105,19,38305
70494,1148,172,6168,1839,1104,19,38304
70381,1148,172,6166,1840,1111,19,38317
70368,1148,171,6166,1840,1108,19,38322
70379,1147,171,6167,1840,1106,19,38306
77289,1148,172,6167,1840,1110,20,38318
70455,1148,172,6167,1839,1104,19,38309
70457,1147,171,6167,1840,1108,20,38308
70419,1147,171,6166,1840,1110,19,38315
70420,1147,172,6166,1840,1108,20,38317
75873,1147,171,6167,1840,1108,19,38317
79824,1148,172,6167,1841,1104,19,38302
70230,1148,172,6167,1840,1112,20,38320
77227,1147,171,6167,1840,1106,19,38311
70330,1148,172,6168,1839,1106,19,38312
70393,1147,172,6166,1840,1111,19,38319
70407,1148,172,6166,1840,1110,19,38319
70408,1148,171,6167,1841,1107,20,38318
70406,1147,172,6167,1841,1108,19,38316
70355,1149,171,6167,1840,1110,19,38314
75784,1148,172,6167,1840,1110,20,38316
77277,1147,173,6167,1839,1107,19,38312
70356,1148,171,6167,1840,1107,19,38309
70382,1147,171,6167,1841,1109,19,38316
79777,1147,171,6167,1841,1110,19,38317
70408,1147,171,6167,1840,1112,19,38316
70345,1147,171,6167,1840,1110,19,38321
70341,1147,173,6168,1840,1109,20,38319
70343,1148,172,6166,1840,1108,20,38311
77241,1148,172,6167,1840,1106,19,38306
75872,1148,171,6167,1840,1106,19,38310
70444,1147,171,6167,1840,1109,19,38315
70357,1147,171,6167,1841,1104,20,38306
70393,1149,171,6167,1841,1107,19,38308
79725,1147,171,6167,1840,1109,19,38308
70316,1148,172,6167,1839,1106,20,38310
70380,1148,171,6167,1840,1112,19,38318
86696,1147,171,6167,1840,1106,19,38313
70381,1148,172,6166,1840,1105,19,38306
75961,1147,172,6168,1840,1106,19,38304
70444,1147,172,6166,1840,1113,19,38322
70532,1148,172,6167,1840,1106,19,38318
70231,1148,172,6167,1840,1109,19,38313
70318,1148,171,6166,1840,1108,19,38313
70367,1147,172,6168,1839,1106,20,38309
77241,1148,172,6167,1841,1104,19,38308
70369,1148,171,6167,1841,1107,19,38304
70457,1148,172,6167,1840,1108,19,38305
70469,1148,171,6167,1840,1106,19,38306
70418,1148,172,6168,1840,1110,19,38316
85253,1148,172,6167,1841,1106,19,38309
70126,1148,171,6168,1839,1110,20,38312
70588,1149,171,6167,1839,1110,19,38317
82426,1148,172,6167,1840,1106,19,38313
70253,1148,172,6167,1840,1108,19,38308
70445,1148,172,6167,1840,1105,19,38307
70407,1147,171,6167,1841,1108,20,38311
70481,1148,172,6167,1840,1106,19,38306
70341,1147,172,6167,1840,1106,19,38311
70164,1147,171,6167,1840,1110,19,38316
75642,1148,172,6167,1841,1107,19,38314
77098,1148,171,6167,1840,1106,20,38313
70214,1147,172,6167,1840,1109,19,38305
79788,1148,171,6167,1840,1105,19,38305
70331,1147,171,6167,1840,1105,19,38303
70379,1148,172,6167,1840,1109,20,38313
70329,1148,172,6167,1839,1107,20,38314
70393,1148,171,6167,1840,1111,19,38311
70342,1148,171,6167,1840,1104,18,38308
82656,1148,172,6166,1840,1105,19,38304
70431,1148,172,6166,1840,1104,19,38299
70494,1147,171,6167,1840,1106,19,38312
70318,1148,172,6166,1840,1109,19,38310
70381,1148,172,6168,1840,1105,19,38306
70382,1148,171,6167,1841,1107,19,38310
70317,1148,172,6167,1840,1109,19,38310
79725,1147,171,6166,1840,1107,19,38309
77264,1148,172,6167,1840,1106,19,38314
70354,1147,172,6167,1840,1108,19,38307
76035,1147,172,6167,1841,1103,19,38302
70431,1147,172,6167,1841,1106,19,38304
