TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
70292,1172,264,6176,1819,1107,18
70292,1172,7209,6183,1819,1105,19
70292,1172,313,6191,1819,1107,19
70292,1172,311,6191,1820,1109,20
77241,1172,264,6191,1819,1106,19
77241,1172,7206,6191,1818,1109,18
77241,1172,310,6176,1819,1107,18
77241,1172,309,6191,1819,1106,19
70330,1171,263,6170,1818,1108,17
70330,1171,7202,6167,1819,1099,19
70330,1171,309,6191,1820,1107,18
70330,1171,311,6191,1820,1107,19
70456,1173,264,6176,1819,1108,18
70456,1173,7200,6191,1819,1106,17
70456,1173,2097,6172,1818,1107,19
70456,1173,315,6191,1819,1108,19
70444,1172,264,6184,1819,1107,17
70444,1172,7207,6191,1818,1102,19
70444,1172,307,6191,1819,1107,18
70444,1172,311,6171,1819,1107,18
70394,1171,264,6190,1819,1108,18
70394,1171,7204,6177,1819,1103,19
70394,1171,312,6172,1819,1106,18
70394,1171,314,6191,1819,1106,19
75984,1171,264,6179,1819,1106,18
75984,1171,7209,6191,1819,1104,17
75984,1171,306,6191,1819,1109,18
75984,1171,310,6191,1819,1108,19
70381,1172,264,6191,1819,1108,18
70381,1172,8986,6191,1819,1105,18
70381,1172,313,6192,1819,1105,19
70381,1172,313,6191,1819,1106,19
70219,1172,264,6191,1819,1103,17
70219,1172,7202,6191,1819,1101,19
70219,1172,309,6191,1819,1106,18
70219,1172,312,6191,1819,1105,19
77166,1172,264,6191,1820,1105,18
77166,1172,7206,6170,1819,1104,18
77166,1172,309,6191,1819,1106,17
77166,1172,312,6191,1818,1108,19
70231,1172,264,6182,1818,1107,19
70231,1172,7206,6178,1819,1106,19
70231,1172,309,6183,1819,1105,18
70231,1172,312,6191,1819,1106,20
84943,1172,264,6191,1820,1106,18
84943,1172,7200,6192,1818,1105,18
84943,1172,313,6185,1819,1105,17
84943,1172,310,6192,1818,1105,19
70344,1171,264,6190,1819,1103,19
70344,1171,7206,6191,1819,1105,18
70344,1171,313,6172,1819,1106,18
70344,1171,314,6188,1819,1108,18
70357,1173,264,6176,1819,1108,18
70357,1173,7205,6173,1819,1105,18
70357,1173,314,6190,1819,1106,17
70357,1173,313,6174,1819,1106,18
75560,1171,264,6191,1818,1105,19
75560,1171,7207,6167,1819,1109,18
75560,1171,308,6191,1819,1107,19
75560,1171,311,6191,1819,1108,19
79486,1172,265,6187,1820,1106,18
79486,1172,7201,6191,1819,1104,19
79486,1172,315,6191,1819,1109,19
79486,1172,309,6191,1819,1109,18
70345,1172,264,6191,1819,1111,18
70345,1172,7208,6171,1818,1110,18
70345,1172,312,6191,1819,1107,17
70345,1172,311,6172,1820,1107,18
77216,1172,264,6191,1818,1110,19
77216,1172,7220,6191,1819,1105,19
77216,1172,313,6191,1819,1109,18
77216,1172,310,6169,1819,1109,18
70305,1172,265,6191,1819,1110,18
70305,1172,7221,6191,1819,1105,17
70305,1172,312,6192,1819,1104,18
70305,1172,2100,6168,1819,1104,18
70369,1172,264,6191,1819,1104,18
70369,1172,7208,6191,1819,1104,16
70369,1172,304,6190,1819,1107,18
70369,1172,312,6191,1819,1107,18
70394,1172,264,6182,1819,1104,18
70394,1172,7208,6191,1819,1105,18
70394,1172,313,6191,1819,1107,18
70394,1172,312,6169,1818,1109,19
70394,1172,265,6191,1819,1106,18
70394,1172,7206,6191,1819,1103,19
70394,1172,316,6190,1819,1107,18
70394,1172,311,6191,1819,1107,18
