RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FAULT_ID
1027.124268,1055500.750000,0.100201,6.061626,4.838744,1.580262,7.646484,20.935982,325618.500000,290230.000000,286942.468750,1476.562500,2929.687500,1101.562500,4
1026.466431,1054116.250000,0.105595,6.061581,4.841845,1.574389,7.622949,20.762608,343530.250000,304092.031250,256195.796875,1476.562500,1101.562500,1078.125000,3
910.060059,828612.187500,0.050078,6.413475,4.862395,1.562895,7.599415,21.306587,248573.375000,202748.296875,200351.718750,1476.562500,1500.000000,1148.437500,4
891.905518,795884.375000,0.088743,5.237485,4.546977,1.510762,6.869400,18.770466,202035.031250,188944.250000,188226.703125,1265.625000,375.000000,1476.562500,4
896.833862,804702.000000,0.114969,5.149004,4.521990,1.500510,6.785290,18.514645,224592.296875,201812.609375,190482.875000,1476.562500,375.000000,1265.625000,4
894.132874,799861.187500,0.103415,5.186440,4.535650,1.503495,6.819325,18.661137,220704.671875,206868.265625,188662.234375,375.000000,1476.562500,2929.687500,3
899.837524,810005.000000,0.190713,4.950582,4.506895,1.502929,6.773542,18.383276,246387.359375,229893.593750,191487.203125,2929.687500,1500.000000,1101.562500,4
852.103516,726432.687500,0.027507,5.366096,4.022895,1.513728,6.089570,18.965647,242212.015625,214280.218750,211297.562500,1476.562500,2929.687500,1500.000000,3
845.413635,715073.125000,0.011801,5.466259,4.054729,1.523612,6.177834,19.355303,276559.625000,222952.281250,206109.515625,1476.562500,2929.687500,1453.125000,4
848.690247,720618.312500,-0.001231,5.430994,4.039074,1.524473,6.157458,19.299406,241826.890625,200090.906250,197901.562500,1476.562500,1500.000000,2929.687500,4
888.272827,789242.812500,-0.024437,6.838142,6.038469,1.568276,9.469984,25.477451,201340.812500,182699.234375,179083.421875,1500.000000,867.187500,2906.250000,3
979.061890,959029.812500,-0.001315,6.391787,5.478518,1.574315,8.624911,23.834578,269426.593750,254155.437500,237824.953125,1476.562500,1453.125000,750.000000,3
980.246094,961351.187500,-0.008395,6.362349,5.471899,1.569323,8.587176,23.629847,283776.812500,279809.468750,258114.921875,1476.562500,1453.125000,750.000000,4
979.795166,960444.312500,-0.008232,6.363868,5.474417,1.572495,8.608493,23.795486,268460.093750,255710.437500,231455.000000,1453.125000,1476.562500,750.000000,3
941.681946,886922.812500,-0.034143,5.539704,4.216028,1.532186,6.459740,20.387899,268092.000000,255418.359375,230568.609375,1101.562500,1476.562500,1500.000000,4
860.173401,740259.875000,0.017462,5.275628,4.295343,1.522276,6.538698,17.918356,243041.828125,223195.093750,220062.125000,1476.562500,2929.687500,351.562500,4
854.983398,731350.937500,0.027433,5.379115,4.321417,1.536907,6.641615,18.387394,254005.515625,239052.531250,233722.578125,1476.562500,375.000000,351.562500,4
850.218262,723207.750000,0.031373,5.464916,4.345637,1.539016,6.688005,18.516493,262190.812500,229705.296875,202190.921875,1476.562500,375.000000,351.562500,4
812.857422,660922.437500,-0.078033,5.516344,3.998462,1.529879,6.117162,18.510178,224766.781250,217497.046875,188597.687500,375.000000,1476.562500,398.437500,4
828.980225,687543.625000,-0.076421,5.510859,4.463480,1.524868,6.806218,20.103865,279856.781250,251682.937500,227627.281250,1476.562500,2953.125000,2929.687500,3
826.805298,683939.875000,-0.083545,5.561115,4.475222,1.531428,6.853477,20.365988,292962.968750,268012.187500,226646.671875,2953.125000,1476.562500,375.000000,4
840.624634,706991.062500,-0.113586,5.381417,4.401652,1.519317,6.687503,19.697092,278214.656250,255001.046875,250739.718750,2953.125000,1476.562500,2976.562500,4
858.801025,737759.875000,0.008815,5.411204,4.308492,1.531932,6.600316,19.620569,247644.515625,226916.859375,196177.125000,1101.562500,1500.000000,1476.562500,3
836.538757,700131.625000,0.007871,5.460508,4.566758,1.530059,6.987407,20.119566,211395.640625,187558.937500,186122.937500,1101.562500,679.687500,2929.687500,3
846.291565,716558.750000,0.010383,5.267683,4.514130,1.504799,6.792861,19.164759,222895.531250,184773.156250,168585.593750,1101.562500,726.562500,2835.937500,4
833.349915,694808.062500,0.046919,5.422759,4.584233,1.515044,6.945313,19.710005,197466.093750,160122.578125,157528.218750,1101.562500,2718.750000,703.125000,3
793.780273,630393.000000,-0.026465,5.646186,4.812756,1.519940,7.315100,20.709570,179241.578125,162902.390625,147499.375000,1195.312500,1101.562500,1289.062500,3
899.247070,809037.562500,0.000931,6.560828,4.799427,1.575898,7.563408,23.104105,274222.625000,261448.968750,258131.843750,2929.687500,1476.562500,2953.125000,4
895.622925,802532.125000,0.004492,6.645718,4.818847,1.583307,7.629714,23.464632,284682.500000,259026.703125,252910.515625,2953.125000,1101.562500,2929.687500,4
897.289062,805519.000000,-0.004006,6.611487,4.809899,1.586776,7.632234,23.613148,285170.125000,252098.843750,232736.187500,2953.125000,1476.562500,1101.562500,3
957.607056,917452.250000,-0.002480,6.062917,4.506932,1.567818,7.066051,21.838533,266569.781250,253567.828125,246122.656250,1476.562500,1500.000000,1101.562500,3
858.171631,736818.687500,0.036491,5.682311,4.611314,1.528965,7.050535,18.976721,246251.921875,227962.859375,193517.359375,1101.562500,2929.687500,1476.562500,3
854.956787,731307.812500,0.026129,5.742844,4.628654,1.527903,7.072135,18.942980,239507.859375,223444.500000,203021.890625,2929.687500,1101.562500,1476.562500,4
851.466248,725348.562500,0.044644,5.833837,4.647628,1.530492,7.113159,18.894556,222528.468750,216556.343750,186678.546875,2929.687500,1101.562500,1476.562500,3
901.977112,813842.750000,-0.073376,6.083455,4.900266,1.553854,7.614296,22.104271,197955.843750,196922.140625,194680.937500,1476.562500,2906.250000,703.125000,4
987.175720,974985.937500,-0.070202,6.598893,4.519117,1.586806,7.170961,23.062855,246371.843750,234606.281250,214104.187500,1476.562500,1453.125000,1429.687500,4
986.968384,974580.625000,-0.069814,6.604208,4.520066,1.590022,7.187007,23.200418,253515.046875,233315.656250,211309.171875,1453.125000,1476.562500,2929.687500,4
991.642273,983833.437500,-0.072117,6.491313,4.498762,1.580647,7.110953,22.974934,238095.890625,233271.593750,223365.984375,1453.125000,1429.687500,1476.562500,4
975.121582,951193.500000,-0.034670,6.471053,4.574981,1.573999,7.201017,23.189888,307820.406250,267669.281250,199230.968750,1476.562500,1500.000000,656.250000,3
893.616577,798941.000000,-0.032394,5.690676,4.445753,1.535702,6.827352,21.249413,251833.453125,204672.765625,189052.515625,1476.562500,375.000000,726.562500,3
905.543579,820409.000000,-0.028979,5.477069,4.387198,1.525412,6.692284,20.919783,270866.937500,216871.390625,215337.000000,1476.562500,726.562500,1101.562500,4
900.393616,811073.187500,-0.029129,5.571831,4.412291,1.537284,6.782945,21.460758,264495.625000,225740.609375,200672.421875,1476.562500,726.562500,2953.125000,4
844.407776,713372.062500,0.102310,5.484424,4.381812,1.523917,6.677516,19.266109,191052.109375,189235.031250,187620.109375,1500.000000,398.437500,1265.625000,4
