RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,Predicted
0.090000,0.008103,0.155379,4.314770,3.954784,1.453585,5.748612,15.335551,80.061241,67.357147,20.488995,398.437500,375.000000,421.875000,3
0.091738,0.008408,0.144592,4.331925,4.034054,1.454738,5.868493,16.017296,80.929543,71.261574,24.553650,398.437500,375.000000,421.875000,3
0.091501,0.008371,0.119369,4.101003,3.719850,1.435636,5.340350,14.284687,80.817253,69.960510,15.086185,398.437500,375.000000,421.875000,3
0.095310,0.009076,0.204062,4.874465,4.541933,1.469426,6.674034,18.031212,87.679054,66.511108,33.087723,398.437500,375.000000,421.875000,3
0.094067,0.008835,0.327786,4.309818,4.148748,1.454269,6.033396,14.877285,83.951210,70.797653,21.334339,398.437500,375.000000,421.875000,3
0.091975,0.008455,0.098231,4.273439,3.719280,1.449277,5.390267,15.552270,79.167503,68.349014,20.096443,398.437500,375.000000,421.875000,3
0.089650,0.008023,0.259443,4.587994,3.726489,1.462108,5.448529,16.476072,75.831833,67.002045,18.481091,398.437500,375.000000,773.437500,3
0.086759,0.007531,0.249540,4.747427,4.397019,1.469873,6.463061,16.505484,74.496033,64.027496,20.807611,398.437500,375.000000,421.875000,3
0.082917,0.006863,0.112930,4.446457,4.861403,1.441778,7.009065,15.852065,73.405983,58.947399,18.726303,398.437500,375.000000,421.875000,3
0.083409,0.006897,0.140733,4.774030,4.409208,1.462896,6.450213,17.228346,72.036476,62.481644,20.185549,398.437500,375.000000,421.875000,3
0.079943,0.006391,0.001006,4.072883,3.742331,1.438603,5.383727,15.086118,71.584450,57.728031,18.967484,398.437500,375.000000,421.875000,3
0.082702,0.006822,0.132666,4.683753,4.431283,1.472437,6.524784,17.472136,72.288528,61.736008,17.754267,398.437500,375.000000,421.875000,3
0.087276,0.007618,0.114849,4.450387,3.736780,1.479206,5.527467,16.369942,77.858757,67.118622,21.672606,398.437500,375.000000,421.875000,3
0.088086,0.007754,0.179354,4.080749,3.669016,1.458208,5.350189,14.746698,80.459816,64.834900,25.289820,398.437500,375.000000,421.875000,3
0.088065,0.007759,0.191953,4.924560,4.757053,1.467759,6.982209,19.400663,77.950111,66.695068,19.523109,398.437500,375.000000,421.875000,3
0.088826,0.007827,0.383734,4.330270,3.797508,1.471393,5.587626,14.845772,76.543190,66.653732,19.385914,398.437500,375.000000,1546.875000,3
0.089865,0.008078,0.000943,4.750317,4.346526,1.484458,6.452236,17.146629,78.812828,65.992935,25.280468,398.437500,375.000000,421.875000,3
0.090467,0.008106,0.391307,4.565416,4.508610,1.471511,6.634467,15.987772,78.915787,63.267586,20.809769,398.437500,375.000000,421.875000,3
0.089762,0.008044,0.311484,4.415646,3.703981,1.453582,5.384039,16.637499,77.965218,64.123222,21.270401,398.437500,375.000000,421.875000,3
0.092007,0.008468,0.112874,3.969191,3.393347,1.428447,4.847217,14.189102,77.667267,74.403336,17.714989,398.437500,375.000000,773.437500,3
0.096517,0.009314,-0.201001,4.684244,3.803408,1.471559,5.596941,15.713953,83.371452,68.811478,27.384886,398.437500,375.000000,421.875000,3
0.093924,0.008825,-0.097037,4.569900,4.137568,1.454959,6.019994,16.309801,83.912666,68.469749,20.509514,398.437500,375.000000,421.875000,3
0.094627,0.008945,0.207389,3.939590,3.334589,1.440727,4.804231,13.481569,85.606926,70.086655,25.252533,398.437500,375.000000,421.875000,3
0.097422,0.009480,0.228786,3.690329,3.274260,1.424601,4.664513,13.020242,87.500481,70.231285,26.027975,398.437500,375.000000,421.875000,3
