RMS,Mean,Median,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
86.75571,-3.8779414,0.116177075,7511.5156,-0.06460633873939514,2.1311965,4.9521937,1.4740002,7.299535,0.124020845,91501.8828125,76458.1328125,39754.41015625,105.46875,410.15625,1628.90625,1
88.46449,-2.3418136,0.4425882,7820.482,-0.09467198699712753,1.8688188,4.856537,1.4626913,7.103614,0.1174527,73203.140625,63464.4609375,40245.73046875,105.46875,410.15625,1628.90625,1
134.1823,-7.8127255,0.0,17943.855,0.14187991619110107,3.3049297,4.685302,1.5691209,7.351805,0.08597163,147197.875,55211.68359375,49942.9296875,386.71875,187.5,703.125,1
195.60796,-2.655034,-0.040780693,38255.426,0.5141303539276123,1.8027806,4.133058,1.5274683,6.313115,0.04929801,330121.46875,88073.359375,62348.6953125,398.4375,93.75,703.125,1
202.53903,-2.14086,-0.88078094,41017.477,0.4836229979991913,1.2952199,3.991621,1.4347289,5.726894,0.04056769,389923.09375,96002.96875,84209.171875,398.4375,93.75,597.65625,1
205.62009,-4.472515,-1.6547167,42259.617,0.4780776798725128,1.0984697,3.9318097,1.3898035,5.4644427,0.03693463,365519.71875,99152.7265625,74154.0078125,398.4375,93.75,585.9375,1
218.88959,-9.882375,-2.400227,47814.984,0.5274232625961304,0.97656584,3.693456,1.3848689,5.114952,0.03236124,352416.5625,112333.0390625,73539.1796875,386.71875,93.75,550.78125,1
196.97693,-7.740773,-4.062426,38739.992,0.7615931630134583,1.8718581,3.7392294,1.4327229,5.35728,0.038966477,226133.09375,146405.015625,127468.7109375,363.28125,93.75,550.78125,1
192.411,-6.150757,-4.7158623,36984.164,0.7786173820495605,2.1979918,3.8279617,1.4780777,5.658025,0.043464255,241473.5625,151897.578125,121472.7109375,375.0,93.75,550.78125,1
190.4189,-4.9415164,-3.9763854,36234.938,0.8012111783027649,2.363123,3.8680086,1.5057507,5.8242564,0.046055708,197179.84375,148964.84375,130073.4609375,363.28125,93.75,550.78125,1
181.08293,4.825344,-2.6936154,32767.746,0.99895179271698,2.3321295,4.0674286,1.5056496,6.1241226,0.05092022,178673.828125,133465.453125,100871.4140625,445.3125,93.75,281.25,1
170.16084,-0.11417675,-2.6936154,28954.695,0.47806215286254883,1.4826717,3.8062642,1.4709044,5.5986505,0.048395853,226435.375,129207.84375,65828.1328125,375.0,187.5,35.15625,1
168.57632,-2.5438359,-2.6936154,28411.504,0.5044965744018555,1.6436133,3.8420408,1.4890572,5.721019,0.05053452,198580.453125,132162.65625,53628.09765625,375.0,187.5,35.15625,1
165.9199,1.2784178,-0.52805847,27527.78,0.47140753269195557,1.8736277,3.9035528,1.552884,6.0617647,0.0567335,179687.890625,111316.6328125,56400.453125,375.0,187.5,46.875,1
119.16583,-4.5759277,-0.5053723,14179.557,0.07527009397745132,3.6455083,3.936278,1.6190859,6.3731723,0.08659121,100797.453125,79547.890625,26380.228515625,375.0,164.0625,11.71875,1
79.94868,-4.727848,-0.40636176,6369.4395,-0.17387333512306213,1.2797985,3.6379368,1.4672253,5.3376727,0.097957455,83611.8828125,61588.984375,53953.765625,187.5,386.71875,35.15625,1
76.079895,-4.699998,-0.17464563,5766.0605,-0.2507989704608917,1.9417105,3.8229315,1.5533606,5.938391,0.12124704,87759.515625,58599.15234375,55667.37890625,187.5,375.0,35.15625,1
74.40475,-6.9040756,-0.2444205,5488.4,-0.23430681228637695,2.3422704,3.909001,1.6324365,6.381196,0.14000313,78541.328125,57711.01953125,48732.8046875,187.5,375.0,35.15625,1
66.50357,0.8819318,-0.09329021,4421.9473,0.16522766649723053,2.9235024,4.373423,1.6706653,7.3065257,0.18355042,50004.61328125,36518.06640625,15754.3193359375,128.90625,398.4375,3609.375,1
45.030346,-1.7124639,-0.0647458,2024.7993,0.07118931412696838,3.605929,5.067502,1.6059248,8.138027,0.29022786,41479.75390625,16875.501953125,16440.435546875,70.3125,199.21875,3621.09375,1
44.522198,-0.89668465,-0.030352872,1981.4221,0.04020277038216591,3.8706093,5.125339,1.6350574,8.380223,0.3077599,41839.92578125,15991.8427734375,14954.04296875,35.15625,3621.09375,187.5,1
45.65922,-2.054961,-0.065473735,2080.542,0.08773200213909149,3.4072614,4.997706,1.5987039,7.9898515,0.27975523,46976.70703125,17550.19921875,15536.787109375,35.15625,199.21875,3609.375,1
136.2177,-7.575262,-1.6119907,18497.877,1.439142107963562,15.234816,6.2267118,2.3117785,14.394779,0.24429677,99066.453125,85520.4375,25483.7265625,140.625,433.59375,632.8125,1
225.7816,-13.943953,-3.036425,50782.895,1.0071395635604858,4.6995163,5.249107,1.8381654,9.648726,0.07855359,230572.46875,217800.296875,147344.765625,445.3125,117.1875,328.125,1
233.57233,-7.1658745,-4.178355,54504.684,0.8911495804786682,3.6904764,5.0740247,1.6603407,8.424609,0.05988604,270091.1875,254100.296875,153632.671875,117.1875,445.3125,328.125,1
241.41652,-5.448596,-9.457457,58252.246,0.7962384223937988,2.8952188,4.9091578,1.5073671,7.399903,0.046203837,298594.34375,252756.71875,104869.046875,117.1875,445.3125,562.5,1
268.01965,-13.97471,-5.8242807,71639.234,0.44542306661605835,1.7704582,4.4218836,1.4277627,6.3134007,0.033632006,280827.75,230976.734375,82218.1484375,105.46875,445.3125,562.5,1
261.85715,4.9694977,-0.030776102,68544.47,-0.23816373944282532,1.6088548,3.435187,1.453041,4.9914675,0.027697569,369493.125,339485.9375,59099.38671875,128.90625,386.71875,257.8125,1
262.77103,-5.594629,-0.23266008,69017.31,-0.19631153345108032,1.5392108,3.4232402,1.45541,4.9822183,0.027595015,403116.28125,395999.25,79103.546875,128.90625,386.71875,257.8125,1
257.87302,-6.9407406,0.04545503,66450.33,-0.20295341312885284,1.8511,3.4882607,1.5146444,5.2834744,0.031033047,385157.96875,361938.59375,78852.1328125,128.90625,386.71875,269.53125,1
238.76305,5.995119,2.0239704,56971.844,-0.23731157183647156,1.5810909,2.8946166,1.4692192,4.252826,0.026169602,351970.03125,260336.90625,111407.3828125,128.90625,398.4375,257.8125,1
236.18654,-6.5207505,0.02042771,55741.562,0.8222358822822571,4.444404,7.4426985,1.4898112,11.088216,0.06994195,366675.8125,83910.2265625,82966.21875,117.1875,257.8125,421.875,1
227.82314,-4.3627453,-0.037255794,51884.35,0.9390949010848999,5.4030247,7.7159204,1.5884913,12.256673,0.085459344,402280.09375,62062.10546875,49604.9296875,117.1875,257.8125,2542.96875,1
229.10353,-4.2278147,-0.17807612,52470.547,0.9330095052719116,5.2301426,7.6727986,1.5791119,12.116207,0.08351179,373946.71875,79416.0078125,49432.6015625,128.90625,433.59375,2542.96875,1
252.37766,-7.580983,-1.0677994,63637.016,0.8744475841522217,4.6626797,6.9652176,1.6360986,11.395782,0.0738759,260091.734375,250055.796875,75585.28125,398.4375,105.46875,527.34375,1
280.81955,-9.998965,-0.8974581,78759.64,0.16393637657165527,1.767117,3.3166044,1.5867406,5.262591,0.029735701,470159.28125,151078.90625,26789.119140625,398.4375,199.21875,585.9375,1
305.83652,-8.363211,-2.1848054,93466.03,0.19087408483028412,0.9939909,3.413521,1.4482387,4.943593,0.023409575,470274.3125,164107.421875,66717.9609375,398.4375,187.5,1148.4375,1
344.83914,-8.7434435,-2.9988594,118837.586,0.15991373360157013,0.964659,4.1260777,1.394526,5.753922,0.023268802,474601.9375,171325.59375,106596.8984375,398.4375,93.75,1195.3125,1
600.21686,-12.068052,-1.0206568,360114.62,0.642383873462677,6.834689,6.965046,1.5881717,11.061689,0.02926919,464130.71875,285274.5,226742.1875,398.4375,960.9375,1195.3125,1
824.5177,0.51651824,-0.46363264,679829.1,0.3072516620159149,3.4851208,5.070283,1.5594635,7.9069214,0.01495487,460868.4375,375917.4375,314675.9375,410.15625,960.9375,1195.3125,1
833.32294,-3.0417342,-0.06332096,694417.8,0.29674601554870605,3.2529955,5.0167084,1.5366563,7.7089562,0.014215395,510747.875,343895.15625,339573.5625,410.15625,960.9375,2929.6875,1
829.59094,-4.366239,-0.37953198,688202.06,0.30312374234199524,3.3498745,5.0392766,1.5435661,7.778456,0.014472869,503194.5625,360091.625,342283.3125,410.15625,949.21875,2871.09375,1
829.2045,12.48502,-0.09615867,687424.25,0.10032658278942108,2.4511352,4.5148787,1.5226324,6.8745003,0.012623347,481611.9375,367621.28125,302058.5,421.875,1488.28125,550.78125,1
756.1614,-5.6533504,-0.26358467,571748.1,0.006888485513627529,1.9957352,4.1160088,1.5083628,6.2084346,0.012384355,527100.125,423600.96875,276590.65625,445.3125,1464.84375,902.34375,1
762.4512,0.10399437,-0.13003603,581331.75,-0.002028756309300661,1.8901825,4.082054,1.5031557,6.135963,0.012096916,566693.625,407904.59375,302550.3125,445.3125,1464.84375,2003.90625,1
761.97406,2.0286937,-0.008338882,580600.3,-0.0109661053866148,1.8946638,4.08461,1.5020045,6.1351027,0.012093524,543344.3125,386968.125,306327.0,445.3125,1464.84375,2003.90625,1
829.7554,-5.966948,0.6882826,688458.5,-0.35576578974723816,3.0376892,4.129766,1.5495534,6.399293,0.0119505655,465906.28125,413250.875,381056.8125,410.15625,1171.875,1359.375,1
896.819,-2.9803987,1.1951438,804275.44,-0.3364331126213074,2.6221986,4.2346725,1.5417707,6.5288944,0.01122418,609149.625,429921.65625,400787.40625,410.15625,1171.875,1453.125,1
894.81824,-4.69616,1.3008502,800677.7,-0.3261077404022217,2.6763644,4.244141,1.541586,6.5427084,0.011271728,647238.9375,458108.0625,433455.875,457.03125,1171.875,1453.125,1
902.7874,-6.571805,1.2917919,814981.94,-0.31480324268341064,2.514484,4.206677,1.5251498,6.4158125,0.010838737,689052.0,460868.1875,406470.34375,410.15625,1464.84375,1171.875,1
921.75684,-10.538485,0.0,849524.6,-0.13673779368400574,3.1219678,5.1603327,1.5301793,7.8962336,0.013108286,785777.0625,448725.75,404210.71875,410.15625,1582.03125,1453.125,1
901.8327,-2.7093449,-0.23168868,813294.8,0.012033432722091675,3.0994406,5.274339,1.5173984,8.003274,0.013466083,682119.0625,378671.28125,370589.125,410.15625,1171.875,1429.6875,1
895.6775,-4.1538258,-0.33589965,802220.9,0.0018620964838191867,3.2264004,5.3105855,1.5300657,8.125545,0.013880683,653251.625,350569.9375,330028.6875,410.15625,1429.6875,1558.59375,1
892.70636,-2.4179373,-0.11535926,796918.75,-0.0022551186848431826,3.2976627,5.3282604,1.5396453,8.203631,0.014148754,530222.375,359165.21875,353740.78125,410.15625,1429.6875,1218.75,1
921.3054,-12.898916,-0.65530634,848637.25,-0.03363591432571411,2.864439,3.9035597,1.5421754,6.0199738,0.010076849,550002.5625,399779.09375,387394.03125,1195.3125,1371.09375,398.4375,1
982.2814,0.10207939,-0.17807278,964876.7,0.07093203812837601,2.6256108,4.12755,1.5493917,6.3951926,0.010087393,536618.3125,514114.1875,465214.09375,1347.65625,1195.3125,480.46875,1
982.3756,-0.3323946,-0.6438134,965061.75,0.07926642149686813,2.6198897,4.1271544,1.5447836,6.3755603,0.010025554,527766.3125,493152.78125,464157.71875,1195.3125,1347.65625,480.46875,1
983.1083,0.17974341,-0.28229725,966501.9,0.07750536501407623,2.5998569,4.1240788,1.5338929,6.3258944,0.009869965,538783.0,495357.125,489368.03125,1382.8125,1195.3125,480.46875,1
968.3353,8.677027,-0.090593055,937598.0,0.23121002316474915,2.364501,4.4830356,1.5292121,6.855512,0.0108263455,553177.6875,490312.875,403392.6875,1382.8125,398.4375,3000.0,1
910.5954,-11.637924,-0.22332747,829048.44,-0.025876479223370552,2.6217308,4.7673,1.5258439,7.2741556,0.012188977,718170.3125,432645.71875,429350.5625,410.15625,3000.0,1382.8125,1
918.56354,-6.294157,-0.020007188,843719.4,-0.018745820969343185,2.4917212,4.725946,1.5167664,7.168156,0.011836328,761820.625,464606.6875,439014.375,410.15625,1382.8125,925.78125,1
920.06274,-8.926172,-1.1900334,846435.75,-0.009880944155156612,2.4675212,4.718245,1.5179844,7.162223,0.01181674,790315.25,451068.78125,436265.34375,410.15625,1382.8125,925.78125,1
881.44666,-0.70528316,-1.1102183,776947.75,-0.09048038721084595,1.6674933,3.5058196,1.4756285,5.1732874,0.008660592,509166.71875,385818.0625,336815.03125,445.3125,1148.4375,1300.78125,1
885.192,1.3395543,-1.0450852,783563.0,0.04751507565379143,1.4852438,3.5870352,1.4706126,5.275139,0.008763845,823557.9375,385467.875,328499.46875,445.3125,1171.875,2882.8125,1
878.07,-1.2952628,-0.89348173,771005.2,0.02886274643242359,1.5661912,3.6161294,1.4731991,5.3272786,0.0089379465,736484.9375,380548.15625,344798.84375,445.3125,1171.875,2882.8125,1
874.77893,3.0497308,-0.35347593,765228.8,0.04210059717297554,1.649332,3.629734,1.4840472,5.3866963,0.009138436,594490.375,383809.78125,335177.96875,433.59375,1171.875,304.6875,1
886.1244,-6.3491125,-0.45021635,785176.1,0.21742306649684906,2.6992526,4.917961,1.5171722,7.461394,0.012774978,637999.375,378463.1875,307387.5,433.59375,1054.6875,2882.8125,1
934.0336,-0.048419952,-0.85476184,872418.8,0.33336180448532104,3.3039613,4.8836384,1.5523189,7.580964,0.012599197,696470.6875,494705.90625,394552.28125,410.15625,1031.25,1359.375,1
934.89655,-2.9337063,-1.9408072,874023.0,0.35699453949928284,3.3003554,4.879131,1.5680416,7.6506796,0.012831991,639470.0625,512484.90625,414993.90625,410.15625,1042.96875,1359.375,1
933.29565,-2.8835726,-2.642202,871032.5,0.341179758310318,3.3090048,4.8875,1.5656135,7.651936,0.012836206,667138.75,540093.6875,443469.65625,410.15625,1031.25,1359.375,1
890.84106,-6.912448,-1.9369323,793549.94,0.03879229351878166,3.4364762,5.1204224,1.5738264,8.058656,0.014237023,475317.4375,464378.46875,341130.84375,1359.375,410.15625,3011.71875,1
901.8133,-6.794991,-1.0872997,813221.0,-0.1756584495306015,3.5556788,4.3234506,1.5914999,6.8807716,0.012143032,492484.59375,466282.5625,305277.40625,1453.125,468.75,1242.1875,1
899.7846,-5.3361797,-0.2336894,809583.9,-0.20012952387332916,3.590784,4.3331985,1.5826527,6.8579483,0.01206261,490362.34375,481520.5,349275.15625,1453.125,468.75,1242.1875,1
906.42737,-5.125108,-0.00064006017,821584.3,-0.19919134676456451,3.4247417,4.3014426,1.571307,6.758887,0.011716642,489384.875,467196.5,343399.15625,468.75,1453.125,1171.875,1
913.25836,-6.0283976,-0.5369998,834004.5,0.04024714604020119,2.9914222,4.2692685,1.5522163,6.6268287,0.011263265,451427.9375,428421.0625,348269.4375,1453.125,468.75,1136.71875,1
885.20325,-7.3775816,-0.68957555,783530.4,0.051466431468725204,3.4156485,5.5268955,1.5495083,8.563971,0.014990844,384473.5625,368966.96875,347791.75,445.3125,2859.375,1171.875,1
884.3005,-3.781697,-0.0976471,781973.0,0.052789632230997086,3.4436388,5.532538,1.5524011,8.588717,0.015077606,391099.75,360686.53125,326592.78125,445.3125,2859.375,1335.9375,1
875.9136,-5.7527056,-0.54829836,767191.5,0.06544182449579239,3.6599908,5.585512,1.5692984,8.765335,0.015704088,398569.3125,375731.65625,350436.625,1417.96875,445.3125,2859.375,1
866.12915,0.74806964,0.17708102,750179.25,-0.08437570929527283,3.4340167,5.64861,1.5583932,8.802755,0.015838463,412228.875,406801.84375,381899.34375,410.15625,1171.875,1417.96875,1
833.44336,1.1887169,0.028162513,694626.44,-0.1579221487045288,2.6685095,4.7347674,1.5303919,7.24605,0.0133054,476269.84375,378462.21875,334291.9375,457.03125,1195.3125,1324.21875,1
833.9371,-3.4045215,0.06126117,695439.4,-0.15219222009181976,2.6502838,4.7319646,1.527357,7.227399,0.013236992,487946.75,379505.21875,360511.6875,421.875,1324.21875,1195.3125,1
847.57495,-1.4083095,0.19020009,718381.25,-0.14225144684314728,2.3933845,4.655825,1.5104488,7.0323853,0.012532295,543941.375,415650.03125,376536.6875,457.03125,1195.3125,1593.75,1
911.98096,-3.2308507,0.37101528,831698.75,-0.14100706577301025,2.7797947,4.3270206,1.5437286,6.679746,0.0113069415,506574.78125,432035.125,407481.46875,1429.6875,457.03125,1230.46875,1
872.6806,-0.9119869,1.5156474,761570.56,-0.16391687095165253,2.353569,4.4093366,1.5237255,6.7186184,0.011730903,519068.59375,484514.5625,409734.09375,1429.6875,445.3125,1171.875,1
879.2347,-1.5092436,0.0,773051.25,-0.1500397026538849,2.2266302,4.3764677,1.5078559,6.599083,0.01131719,565376.4375,514898.40625,410073.65625,1429.6875,445.3125,1113.28125,1
872.33966,-6.2098618,-0.003877291,760937.9,-0.14875991642475128,2.3289723,4.41106,1.5079876,6.6518235,0.01149881,532357.1875,484891.625,434654.0,445.3125,1429.6875,1101.5625,1
923.3691,-5.04947,-0.601035,852585.06,-0.11275462061166763,2.624949,3.95089,1.509744,5.9648323,0.009752731,545490.25,500307.96875,449055.4375,410.15625,1195.3125,960.9375,1
1044.419,-6.1621137,-1.1151485,1090773.1,-0.04595043510198593,2.3264308,4.276691,1.5096909,6.4564815,0.009332741,652529.3125,629400.875,553852.9375,410.15625,960.9375,1148.4375,1
1043.6885,-0.1078105,0.17016472,1089285.6,-0.06264699250459671,2.3437467,4.2796845,1.5179087,6.49617,0.009447831,758474.625,571785.625,525698.75,457.03125,960.9375,1148.4375,1
1041.5447,6.2443357,0.32919487,1084776.2,-0.07484523952007294,2.390593,4.288493,1.5335014,6.57641,0.00968267,664147.9375,574185.8125,565987.125,457.03125,960.9375,1148.4375,1
965.4301,3.412022,0.7757931,932043.6,-0.17740845680236816,2.72092,4.6265984,1.5415554,7.1321573,0.011388308,514258.4375,506144.75,458324.3125,1148.4375,1371.09375,445.3125,1
883.484,-1.2353749,0.71745706,780542.5,-0.19948233664035797,2.7301025,4.4146175,1.535183,6.7772455,0.011776457,541906.0625,427436.40625,403801.625,410.15625,1359.375,1031.25,1
875.131,-2.7146876,0.18093696,765846.9,-0.20382265746593475,2.9166346,4.4567547,1.5589194,6.947721,0.012376362,544440.875,486936.15625,421739.75,410.15625,1359.375,1476.5625,1
881.91266,-7.336836,0.021774873,777716.06,-0.20137663185596466,2.7491693,4.422483,1.5305638,6.768893,0.011747447,685478.4375,481885.09375,460059.875,410.15625,1359.375,1476.5625,1
1028.891,-5.6109934,-0.14589126,1058585.2,-0.12100109457969666,3.0228128,4.3074703,1.5759932,6.788544,0.010398283,774892.75,559383.5625,478686.375,410.15625,1429.6875,1031.25,1
1014.4487,-0.7702781,-0.69325745,1029105.56,-0.08353745192289352,3.307725,4.368794,1.5996132,6.9883804,0.011019488,739021.25,514834.96875,463541.84375,410.15625,1429.6875,1019.53125,1
1022.15845,-3.0335474,-1.299068,1044798.6,-0.07525017112493515,3.1380134,4.335842,1.572976,6.820175,0.010495409,764007.0625,556114.75,515375.625,410.15625,1429.6875,1019.53125,1
1013.0985,-2.3336737,-0.75829315,1026363.06,-0.07578306645154953,3.339364,4.3746166,1.602609,7.0108,0.011090305,634752.125,560782.875,528466.3125,410.15625,1429.6875,1019.53125,1
845.0747,-0.464247,-0.5820608,714151.06,0.012286346405744553,2.5313773,4.637225,1.5372456,7.1285543,0.012967302,564731.875,446027.3125,366623.84375,445.3125,1160.15625,1300.78125,1
852.3487,-3.186999,-0.07696706,726488.1,-0.13173989951610565,2.605493,3.8050904,1.5201852,5.7844424,0.010316698,442663.34375,436362.4375,408297.875,445.3125,3117.1875,1300.78125,1
846.6836,-1.0658243,-0.09208336,716872.0,-0.14576038718223572,2.715629,3.8305502,1.5268406,5.848639,0.010546962,448849.1875,418342.875,413610.375,3117.1875,445.3125,1312.5,1
850.165,-2.8603878,-0.021816049,722772.4,-0.13624538481235504,2.633347,3.8148642,1.5226349,5.8086452,0.01040321,433452.84375,430196.21875,405697.78125,3117.1875,2367.1875,1359.375,1
844.8371,-1.4773712,-0.09128113,713747.5,0.00522156385704875,2.7388244,4.5470514,1.525297,6.9356036,0.012521769,452164.125,409096.71875,353142.03125,1289.0625,1429.6875,3117.1875,1
898.5464,-2.9846344,0.35647643,807376.75,-0.1948031783103943,2.4889956,4.275258,1.5315981,6.547977,0.011161215,555734.9375,462829.53125,387338.1875,445.3125,1464.84375,2894.53125,1
899.2986,-4.3688884,1.3578278,808718.9,-0.19402383267879486,2.4724984,4.271682,1.53356,6.550881,0.011171117,562129.625,469381.8125,374782.03125,445.3125,1464.84375,2894.53125,1
896.5395,1.3045344,2.4479082,803781.4,-0.21223598718643188,2.5358315,4.284828,1.5350872,6.5775847,0.011262378,529910.8125,447897.5,365928.90625,457.03125,1464.84375,949.21875,1
885.5338,-4.763737,2.7317345,784147.44,-0.3054710626602173,2.564849,3.8129773,1.5278174,5.825533,0.01005083,787587.875,414120.21875,383857.09375,457.03125,949.21875,1441.40625,1
838.63306,-2.0208197,1.0499136,703301.4,-0.05309031531214714,1.7136016,4.026219,1.4853821,5.980473,0.01059258,544882.4375,392239.90625,319643.40625,457.03125,949.21875,1453.125,1
838.5154,-3.648579,0.91976357,703094.6,-0.05169568583369255,1.7165766,4.026784,1.4792564,5.956646,0.010508343,516560.90625,367936.5625,342175.21875,410.15625,2871.09375,949.21875,1
843.5531,-7.608543,-0.06484329,711524.0,-0.042900942265987396,1.6298127,4.002736,1.4712886,5.889179,0.01027165,504680.6875,333413.28125,320736.78125,457.03125,1453.125,949.21875,1
904.20294,0.066357255,-0.007839821,817583.0,-0.03217647224664688,2.3164215,5.17638,1.5073564,7.8026495,0.013007448,519766.40625,414236.78125,393085.09375,421.875,2906.25,1312.5,1
929.6053,-1.1392375,0.13670424,864164.7,-0.1423327773809433,2.7223072,5.0349307,1.5375245,7.741329,0.012803802,549082.3125,527878.6875,424372.5,410.15625,1359.375,2894.53125,1
929.6673,-2.3099008,0.1711623,864276.06,-0.1435125321149826,2.7262788,5.0345945,1.540723,7.7569156,0.012855414,643570.125,572055.875,437895.65625,410.15625,1359.375,1042.96875,1
924.7788,-1.321704,1.4645438,855214.0,-0.1455097496509552,2.8276849,5.0612082,1.546633,7.8278313,0.013091544,582653.1875,480417.1875,443611.03125,410.15625,1359.375,1042.96875,1
945.12115,-7.7179365,0.5548774,893194.5,-0.22664357721805573,2.5892582,4.1152163,1.5378773,6.3286977,0.010297897,803037.0625,541120.0,430819.03125,445.3125,1371.09375,3011.71875,1
945.4042,-7.6935654,-0.24591562,893729.8,-0.12118616700172424,2.366085,4.113984,1.5351546,6.315602,0.010255322,642433.0625,496239.59375,445129.40625,457.03125,1171.875,1464.84375,1
953.41876,-4.4135437,-0.5376522,908987.9,-0.09495450556278229,2.2482605,4.0794015,1.5285157,6.2354293,0.009996606,752361.0,503630.5625,459598.8125,457.03125,1171.875,1464.84375,1
953.228,-4.270961,-0.008221885,908625.4,-0.09793183207511902,2.2553263,4.080218,1.5344915,6.2610598,0.010078955,703531.75,490896.625,450108.96875,457.03125,1171.875,1453.125,1
913.3071,-9.118237,-0.0003240031,834046.7,-0.18905296921730042,2.3902054,3.7386687,1.5422003,5.7657757,0.009736025,558608.0,448245.59375,410434.0625,457.03125,1371.09375,1171.875,1
899.2647,2.980088,0.60794884,808668.0,-0.19519001245498657,2.2371473,3.8564382,1.5300553,5.9005637,0.010039523,449991.09375,435672.90625,367251.375,410.15625,1464.84375,1171.875,1
895.86444,-2.1483026,0.7747457,802568.5,-0.21254682540893555,2.2601514,3.8710754,1.5306113,5.925112,0.010123231,496477.84375,465654.96875,382076.375,1464.84375,468.75,1171.875,1
902.03436,-1.3945491,0.29306468,813664.0,-0.20608565211296082,2.1348028,3.844597,1.512677,5.8156333,0.009752594,451796.40625,446150.25,422143.75,468.75,1464.84375,1171.875,1
882.7097,10.076236,0.08386721,779074.9,0.018309228122234344,1.8470516,4.500397,1.4884998,6.69884,0.011296151,477048.4375,449566.9375,403438.3125,410.15625,1207.03125,1453.125,1
853.2657,-9.532852,0.01387944,727971.44,-0.15633730590343475,2.4922714,4.6556945,1.5154182,7.0553236,0.012530405,464232.5625,419376.4375,402959.34375,410.15625,984.375,1312.5,1
854.9198,-3.0151045,0.069209136,730878.8,-0.16529124975204468,2.4723349,4.6466866,1.5174905,7.0513024,0.012516126,520573.125,502121.09375,440493.96875,410.15625,585.9375,984.375,1
858.8151,-5.615101,0.1542437,737532.0,-0.1697356104850769,2.4076533,4.6256104,1.5086362,6.9783635,0.0122585315,521837.125,441791.0625,419808.375,585.9375,410.15625,984.375,1
928.54,-6.736412,0.121165864,862141.1,-0.18794254958629608,3.3378282,4.2758746,1.5638709,6.686916,0.011262275,489113.40625,401634.875,388754.75,1171.875,1429.6875,1019.53125,1
953.9064,0.57811236,0.1886338,909937.06,-0.08401314914226532,2.7324276,4.16217,1.528589,6.3622475,0.010195196,553012.4375,504980.03125,464099.71875,1429.6875,1253.90625,1031.25,1
946.99164,-3.2756417,-0.0008281048,896782.4,-0.07886511087417603,2.8642273,4.192561,1.5340313,6.4315195,0.010418415,579969.25,480003.65625,476295.8125,1429.6875,1031.25,1242.1875,1
944.00165,-4.395497,-0.49742335,891119.75,-0.07288823276758194,2.9152894,4.2058406,1.5400332,6.477134,0.010566721,614280.125,483953.1875,473963.375,1429.6875,1031.25,1195.3125,1
977.1586,-1.2369101,-0.27306888,954837.4,-0.2474437803030014,3.3644934,4.472093,1.5381802,6.878885,0.010828298,638405.8125,549874.5625,478470.875,421.875,1453.125,1195.3125,1
1000.20123,4.0022473,-0.049587063,1000386.5,-0.19671642780303955,3.5659294,4.3690653,1.5648357,6.836869,0.010696423,836528.625,595629.625,435605.71875,410.15625,1195.3125,1359.375,1
1001.21466,-0.38102365,-0.05359791,1002430.6,-0.1864340752363205,3.533668,4.3646426,1.5606962,6.8118815,0.01061838,933959.375,603388.8125,403192.53125,410.15625,1195.3125,1359.375,1
992.3031,1.5190883,0.16334407,984663.3,-0.1943874955177307,3.752716,4.40384,1.5917425,7.00978,0.011244311,939342.625,591898.875,387255.875,410.15625,1195.3125,1359.375,1
784.7457,-0.96454155,0.02638045,615824.94,0.1042042225599289,3.6826363,5.418189,1.5598941,8.451801,0.016800238,545523.375,317287.03125,303230.84375,410.15625,562.5,1218.75,1
586.5915,-1.153439,0.030149162,344088.22,0.0003630074788816273,2.4444308,4.538871,1.4816767,6.7251387,0.016987087,347455.84375,312221.59375,274970.78125,445.3125,949.21875,585.9375,1
567.738,-0.25917947,0.00022424193,322326.3,-0.0005363152013160288,3.0775843,4.689598,1.5543067,7.289074,0.019955432,293466.28125,288155.125,256881.828125,445.3125,949.21875,585.9375,1
555.07074,-0.3732276,-0.383618,308103.38,0.011717633344233036,3.5918303,4.796619,1.6351438,7.843162,0.02310462,278002.0625,276490.5625,228644.15625,949.21875,445.3125,585.9375,1
410.50815,-1.1796521,-0.1370827,168515.53,-0.5201681852340698,8.738978,5.604497,1.765271,9.8934555,0.042543933,222768.6875,202961.390625,163722.125,457.03125,937.5,597.65625,1
170.51646,-6.4939213,-1.471344,29033.695,-0.033443622291088104,1.702641,3.3832953,1.4465806,4.8942094,0.041520145,99913.40625,94863.3671875,89835.9140625,468.75,304.6875,1312.5,1
155.15692,-3.038013,-0.0075502987,24064.44,0.04697753116488457,2.2825751,3.7182198,1.5314103,5.6941204,0.056201387,86743.953125,83562.1796875,80687.40625,304.6875,1324.21875,949.21875,1
149.05159,-1.5725949,0.0,22213.902,0.04132813960313797,3.0053906,3.8705225,1.6419803,6.3553214,0.070011415,86176.765625,81620.859375,70871.3125,1324.21875,304.6875,949.21875,1
92.18467,-6.066894,-0.6358324,8461.207,-0.20969592034816742,6.5521183,5.6619396,1.707162,9.665848,0.17900121,49110.78125,47657.80078125,42092.6328125,304.6875,468.75,949.21875,1
