TempoLeituraSD,TempoNormalizacao,TempoJanela,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia,TempoTotalBatch
79726,1147,171,6183,1820,1101,6,38243
70458,1148,171,6191,1820,1101,6,38256
70432,1148,172,6191,1821,1103,6,38239
76048,1148,172,6191,1821,1103,6,38217
70269,1148,172,6188,1821,1103,5,38251
70392,1148,172,6191,1820,1102,6,38258
70305,1148,171,6192,1820,1104,6,38256
77216,1147,172,6191,1821,1103,6,38223
70392,1148,172,6192,1820,1102,6,38243
70445,1148,172,6191,1821,1102,6,38236
70407,1148,171,6185,1821,1102,6,38239
79863,1147,172,6191,1820,1101,6,38255
79725,1147,171,6191,1821,1102,6,38255
75946,1147,172,6192,1820,1103,6,38259
70292,1147,171,6191,1820,1103,5,38235
77215,1147,172,6179,1821,1101,5,38242
70354,1147,172,6191,1820,1102,5,38236
75973,1148,172,6191,1821,1102,6,38258
70419,1149,171,6192,1819,1101,6,38257
70419,1148,172,6183,1821,1102,6,38252
70431,1148,171,6191,1821,1102,6,38213
70443,1148,171,6187,1820,1102,6,38235
70342,1148,171,6192,1820,1103,5,38261
82681,1148,172,6191,1820,1105,5,38261
79699,1147,173,6191,1820,1101,6,38228
70419,1148,172,6191,1821,1102,6,38259
70433,1147,171,6191,1820,1103,6,38262
70445,1147,172,6191,1821,1102,5,38259
70368,1148,172,6191,1820,1101,5,38255
70330,1147,171,6191,1821,1101,6,38242
70343,1148,171,6177,1821,1101,6,38225
77253,1148,171,6192,1820,1102,5,38242
70393,1147,171,6191,1821,1102,6,38235
75899,1148,172,6172,1820,1102,6,38242
70295,1148,171,6191,1820,1103,6,38257
70370,1148,172,6191,1821,1102,6,38242
70469,1148,171,6191,1821,1101,5,38259
70305,1147,172,6191,1821,1104,6,38226
79737,1148,172,6174,1821,1101,6,38239
77240,1148,172,6191,1821,1102,5,38223
70355,1148,172,6192,1820,1103,6,38253
70419,1147,172,6191,1820,1101,6,38238
70420,1148,171,6191,1821,1102,5,38247
75760,1147,171,6191,1821,1103,6,38261
70443,1147,171,6191,1821,1102,6,38258
70304,1148,171,6180,1821,1102,6,38242
70305,1147,171,6191,1820,1101,6,38258
77227,1147,172,6187,1821,1104,6,38242
70392,1149,171,6191,1821,1103,6,38250
70444,1148,172,6192,1820,1100,5,38258
70419,1147,172,6183,1820,1102,5,38249
79826,1147,171,6191,1821,1103,6,38234
75873,1147,172,6192,1820,1104,6,38255
70367,1147,172,6175,1821,1102,6,38242
70344,1148,171,6191,1821,1103,6,38241
77214,1148,172,6191,1821,1102,5,38236
70330,1147,172,6175,1821,1103,5,38219
70344,1147,171,6191,1821,1102,6,38260
70406,1148,172,6171,1820,1102,7,38217
70419,1147,171,6191,1821,1103,5,38259
70383,1148,172,6191,1821,1104,6,38263
70393,1148,171,6191,1821,1103,5,38246
70442,1149,171,6192,1820,1105,6,38252
82869,1148,171,6178,1821,1104,6,38238
70304,1148,172,6192,1820,1102,6,38260
79888,1148,172,6172,1820,1105,6,38206
70381,1148,172,6191,1821,1103,6,38264
70408,1147,171,6191,1821,1101,6,38252
70369,1148,171,6191,1821,1101,5,38259
79712,1148,172,6179,1821,1102,6,38231
70329,1148,172,6192,1820,1103,5,38258
77290,1148,171,6185,1820,1101,6,38251
70417,1147,171,6191,1820,1102,5,38256
75660,1148,171,6191,1820,1101,5,38259
70381,1148,171,6180,1820,1104,6,38225
70394,1148,172,6192,1820,1101,6,38246
70368,1148,172,6185,1820,1102,5,38253
75746,1148,171,6192,1820,1101,6,38235
79762,1147,171,6175,1820,1103,6,38232
77240,1147,171,6190,1821,1103,6,38230
70367,1147,173,6191,1821,1101,5,38256
70432,1148,172,6191,1821,1102,6,38240
76049,1148,171,6192,1820,1101,6,38259
70381,1147,171,6173,1821,1101,5,38223
70394,1148,172,6191,1821,1103,5,38247
70367,1148,171,6191,1820,1102,5,38231
70305,1147,172,6192,1820,1102,5,38253
77227,1147,172,6191,1821,1103,6,38258
70342,1148,172,6191,1821,1101,6,38258
70406,1147,172,6191,1820,1101,6,38236
70458,1147,171,6191,1820,1102,6,38246
70407,1147,171,6185,1820,1101,6,38231
85205,1148,172,6182,1821,1102,5,38242
70130,1148,171,6191,1821,1100,5,38259
70267,1147,172,6192,1820,1103,6,38261
77177,1147,172,6192,1821,1101,6,38257
70254,1149,171,6190,1821,1103,6,38261
70307,1147,171,6191,1821,1100,5,38254
70319,1147,172,6191,1821,1101,6,38239
70320,1147,171,6191,1821,1103,6,38238
70317,1147,171,6192,1820,1102,6,38254
70255,1148,172,6191,1821,1102,6,38258
70254,1148,171,6191,1820,1104,6,38229
82419,1148,171,6191,1820,1102,5,38258
70244,1147,171,6186,1820,1100,6,38251
79575,1148,172,6191,1821,1102,5,38251
70344,1147,172,6191,1820,1101,6,38250
70344,1147,172,6191,1821,1102,6,38260
70331,1148,172,6191,1821,1103,6,38259
70291,1147,172,6191,1821,1103,6,38247
70292,1148,172,6191,1821,1103,6,38256
77202,1148,172,6191,1820,1102,6,38241
75747,1147,172,6191,1820,1104,6,38257
70343,1147,173,6192,1820,1102,6,38262
70331,1148,172,6191,1821,1101,5,38212
70332,1148,171,6191,1821,1102,6,38249
70305,1147,172,6183,1820,1103,6,38225
70267,1147,171,6176,1821,1101,6,38233
70317,1147,171,6169,1821,1102,6,38227
86620,1147,172,6192,1820,1103,6,38245
70356,1148,171,6191,1820,1101,5,38263
70407,1147,172,6191,1821,1102,5,38255
75885,1147,171,6191,1820,1103,6,38259
70433,1148,171,6191,1821,1102,6,38238
70345,1147,171,6191,1821,1104,6,38261
70354,1148,172,6191,1821,1103,6,38261
79637,1148,172,6191,1821,1103,6,38261
77277,1148,171,6192,1821,1100,5,38258
70430,1147,171,6168,1820,1103,5,38236
70395,1148,171,6192,1820,1103,6,38240
70418,1148,172,6173,1821,1101,6,38215
70406,1147,171,6192,1821,1101,5,38203
85179,1148,172,6191,1821,1101,6,38245
70280,1147,171,6191,1821,1103,6,38236
70343,1147,171,6189,1821,1103,6,38258
77202,1148,171,6191,1820,1100,5,38254
75847,1147,173,6192,1820,1104,6,38253
70381,1147,171,6174,1821,1102,6,38238
70445,1148,171,6191,1820,1101,6,38229
70394,1148,171,6191,1821,1101,5,38259
70480,1149,171,6192,1820,1104,5,38262
70392,1147,171,6191,1821,1101,6,38251
75796,1148,172,6172,1819,1103,6,38218
77215,1147,171,6191,1821,1102,6,38257
70317,1147,171,6191,1820,1103,6,38259
70369,1148,172,6191,1821,1101,5,38237
79714,1147,171,6174,1820,1101,6,38220
70394,1147,171,6191,1820,1102,6,38215
70369,1148,171,6191,1821,1102,5,38239
70329,1147,172,6191,1821,1103,6,38253
70330,1148,172,6191,1821,1103,6,38259
77240,1148,171,6169,1820,1102,6,38238
75834,1148,171,6168,1821,1102,6,38234
70418,1149,171,6191,1821,1102,6,38249
70418,1147,173,6191,1820,1101,6,38260
70407,1148,171,6174,1820,1103,6,38216
70419,1147,171,6191,1820,1101,6,38256
70304,1149,171,6191,1820,1104,6,38263
70329,1148,172,6191,1821,1103,5,38261
86610,1148,171,6191,1821,1103,6,38230
70368,1148,172,6178,1820,1101,5,38246
70431,1149,171,6172,1820,1102,5,38238
75936,1148,171,6178,1820,1102,6,38245
70369,1148,171,6192,1820,1102,6,38234
70344,1147,172,6191,1820,1103,5,38245
70343,1148,172,6177,1821,1103,6,38248
70304,1148,172,6191,1820,1104,6,38260
77314,1147,171,6191,1821,1101,6,38226
70344,1147,171,6191,1821,1102,6,38237
70407,1148,171,6191,1821,1103,5,38248
70469,1149,171,6192,1820,1103,5,38248
70532,1148,172,6191,1821,1102,6,38241
85317,1147,171,6168,1821,1103,6,38224
70279,1147,172,6172,1820,1102,5,38226
70305,1147,172,6191,1820,1100,6,38243
77265,1147,171,6191,1821,1101,5,38257
70392,1147,172,6192,1820,1104,6,38256
70394,1147,171,6184,1821,1103,6,38232
70407,1147,172,6176,1821,1102,6,38244
70407,1148,172,6192,1820,1102,6,38235
70393,1147,172,6192,1820,1102,6,38257
70343,1148,171,6174,1820,1101,6,38236
75909,1148,172,6172,1820,1102,5,38242
86609,1148,172,6172,1821,1102,5,38221
70344,1148,172,6176,1821,1102,6,38222
70381,1147,171,6189,1821,1103,5,38234
79851,1147,171,6191,1821,1105,6,38252
70431,1149,171,6192,1820,1104,6,38261
70430,1147,172,6192,1820,1101,5,38206
70330,1147,172,6191,1820,1101,6,38243
70342,1148,171,6169,1821,1105,6,38241
77252,1147,171,6191,1821,1102,5,38255
75710,1147,172,6191,1821,1102,6,38260
70357,1147,171,6191,1821,1105,6,38245
70369,1148,171,6191,1821,1103,6,38254
70381,1148,172,6172,1820,1103,6,38239
70932,1147,171,6167,1820,1102,6,38226
75747,1148,171,6191,1821,1103,5,38254
70329,1148,172,6170,1821,1101,6,38240
86784,1148,171,6192,1820,1103,6,38261
70368,1148,171,6191,1820,1101,6,38259
75811,1147,172,6172,1820,1101,5,38234
70382,1148,172,6191,1821,1102,6,38247
70420,1148,171,6191,1821,1103,6,38248
70368,1147,172,6169,1820,1101,5,38212
70404,1148,172,6191,1820,1104,6,38264
70317,1147,171,6191,1821,1103,5,38241
77240,1147,171,6191,1820,1104,5,38241
70342,1148,172,6191,1821,1102,5,38236
70407,1148,172,6175,1821,1101,6,38244
70419,1148,172,6177,1821,1102,6,38223
70418,1148,171,6191,1821,1102,6,38242
76010,1148,172,6191,1821,1102,6,38235
79712,1148,172,6191,1821,1102,5,38249
70317,1147,172,6192,1820,1101,6,38242
77228,1148,171,6192,1821,1101,6,38217
70343,1148,172,6191,1821,1101,6,38256
70407,1148,172,6192,1820,1103,5,38261
70457,1148,172,6191,1820,1102,6,38256
70407,1148,171,6175,1820,1102,6,38241
70431,1148,171,6191,1821,1103,5,38250
70329,1148,171,6192,1820,1103,6,38259
75722,1147,171,6191,1821,1102,6,38260
77202,1147,171,6184,1821,1102,5,38240
70332,1148,171,6187,1820,1102,6,38231
70381,1148,172,6191,1821,1103,6,38254
79775,1148,172,6192,1820,1101,5,38231
70394,1148,171,6183,1821,1102,6,38252
70433,1148,171,6191,1821,1103,6,38256
70342,1148,172,6191,1821,1103,6,38256
