TempoLeituraSD,TempoNormalizacao,TempoJanela,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia,TempoTotalBatch
70380,1148,171,6192,1820,1110,6,38282
79698,1147,172,6192,1820,1108,5,38268
75897,1147,172,6191,1821,1107,6,38276
77239,1148,172,6191,1821,1104,6,38240
70381,1148,171,6185,1821,1107,6,38267
70370,1148,172,6191,1821,1107,6,38273
70431,1149,171,6191,1821,1106,6,38260
70381,1148,172,6172,1820,1110,6,38257
70355,1148,171,6175,1821,1106,5,38258
70125,1148,171,6191,1820,1110,5,38265
70187,1148,172,6191,1820,1109,6,38271
86379,1147,171,6191,1821,1106,6,38260
75781,1148,172,6186,1821,1109,6,38271
70356,1148,171,6191,1820,1105,6,38272
70368,1148,172,6191,1820,1108,5,38279
79825,1149,171,6191,1819,1106,6,38256
70393,1148,172,6191,1820,1106,6,38233
70140,1148,171,6191,1820,1110,6,38285
70238,1147,172,6182,1821,1107,6,38269
77049,1147,171,6191,1820,1106,5,38278
70313,1148,172,6192,1820,1109,6,38260
70330,1147,172,6174,1821,1105,6,38239
75759,1147,171,6191,1820,1105,6,38270
70430,1147,172,6174,1820,1109,6,38241
70343,1148,171,6168,1821,1106,6,38229
70292,1148,172,6192,1820,1111,6,38280
70305,1147,171,6192,1820,1104,5,38266
77216,1148,172,6191,1821,1104,5,38264
79774,1147,172,6191,1820,1104,6,38266
70418,1148,172,6192,1820,1106,5,38271
70381,1147,172,6192,1820,1109,6,38275
70458,1148,171,6191,1820,1105,6,38274
75697,1147,171,6191,1821,1107,5,38275
70268,1148,171,6191,1820,1108,5,38267
70279,1148,172,6182,1820,1107,6,38262
77253,1147,172,6191,1821,1106,6,38247
70305,1148,171,6169,1821,1108,6,38253
70380,1148,172,6192,1820,1103,6,38266
70357,1147,171,6174,1821,1106,6,38250
70382,1148,171,6191,1821,1108,5,38282
70431,1148,171,6168,1820,1106,5,38225
70342,1148,172,6192,1819,1104,5,38272
85078,1148,172,6170,1821,1104,5,38249
77201,1148,172,6174,1820,1104,6,38237
70318,1147,171,6191,1820,1108,6,38257
70406,1148,172,6191,1820,1106,6,38240
70367,1147,172,6192,1820,1107,6,38248
70381,1148,172,6185,1821,1110,5,38269
70382,1148,172,6178,1821,1107,6,38259
70329,1148,172,6181,1820,1109,6,38260
70291,1147,171,6191,1820,1108,6,38271
77303,1147,172,6191,1820,1103,6,38233
75896,1148,171,6175,1821,1109,6,38223
70407,1147,171,6167,1820,1107,5,38221
70457,1147,171,6191,1821,1107,6,38263
85179,1147,171,6176,1820,1109,6,38252
70268,1149,171,6191,1820,1107,6,38267
70216,1148,172,6191,1821,1105,5,38273
70194,1148,171,6168,1821,1109,6,38258
77152,1147,171,6191,1820,1109,6,38285
70280,1147,172,6191,1821,1106,6,38278
70294,1147,172,6191,1821,1108,6,38283
75596,1149,171,6192,1820,1109,6,38260
70268,1147,172,6191,1821,1105,5,38266
70269,1147,171,6191,1821,1105,6,38268
70179,1148,172,6172,1820,1108,6,38245
70230,1148,172,6176,1821,1110,6,38241
77190,1149,171,6190,1820,1109,5,38264
79737,1147,171,6178,1820,1113,6,38272
79649,1148,172,6191,1820,1110,6,38276
70419,1147,172,6173,1821,1111,6,38247
75923,1149,171,6189,1820,1110,6,38284
70293,1148,171,6191,1820,1108,5,38269
70243,1147,171,6191,1820,1109,6,38273
70292,1148,171,6191,1820,1109,6,38269
77202,1147,171,6185,1821,1109,6,38265
70319,1147,172,6187,1821,1109,6,38281
70318,1149,171,6192,1820,1109,6,38266
70293,1147,172,6191,1821,1111,6,38261
70407,1147,172,6191,1821,1110,5,38266
70343,1148,171,6191,1820,1111,6,38265
70254,1147,172,6191,1821,1108,6,38282
