RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FAULT_ID
26.520966,701.065125,-0.341718,4.819505,2.704471,1.462524,3.955354,14.010764,17737.654297,17477.986328,11288.872070,70.312500,46.875000,140.625000,1
21.953119,481.487885,-0.658350,7.105184,3.507085,1.524297,5.345839,18.274576,14454.034180,9429.441406,8390.926758,70.312500,93.750000,140.625000,1
22.013590,450.186188,-0.288161,5.211577,3.497451,1.478926,5.172470,15.581626,16659.111328,15016.626953,12052.208984,46.875000,70.312500,0.000000,1
21.716837,436.095245,-0.345641,5.451286,3.545243,1.516422,5.376083,16.711283,17294.103516,13561.523438,12243.341797,46.875000,70.312500,0.000000,1
21.551538,445.282318,-0.535514,5.365656,3.572434,1.563823,5.586655,18.286528,14530.659180,14479.240234,10866.881836,70.312500,46.875000,23.437500,1
23.229797,481.295227,-0.318862,5.079323,3.270811,1.557259,5.093498,16.874165,15672.722656,12417.935547,11542.469727,0.000000,140.625000,23.437500,0
21.364077,450.286591,0.598064,5.117389,3.884750,1.583381,6.151040,16.662167,12683.959961,12424.625977,10443.991211,46.875000,70.312500,140.625000,1
21.623047,465.432068,0.648629,4.963281,3.838223,1.565291,6.007936,16.275764,14755.829102,12011.199219,10414.173828,46.875000,70.312500,117.187500,1
21.445070,456.761963,0.674834,5.091540,3.870078,1.588335,6.146979,16.594538,13376.222656,12715.405273,9683.083984,70.312500,46.875000,93.750000,1
18.667974,321.863617,1.044068,5.050776,4.445800,1.571229,6.985372,15.459291,11497.005859,10599.675781,7657.825684,23.437500,0.000000,46.875000,4
15.908078,252.612946,-0.219773,5.557322,3.433231,1.536020,5.273512,17.375452,8279.759766,7307.562988,7217.612305,23.437500,445.312500,421.875000,1
15.971436,254.829468,-0.249627,5.493037,3.419612,1.519053,5.194571,16.882969,8067.170898,8019.902344,7739.323242,23.437500,421.875000,46.875000,1
15.992806,255.864410,-0.402181,5.470004,3.415042,1.516132,5.177653,17.176222,9325.289062,7225.014648,7136.272461,23.437500,421.875000,445.312500,1
23.730038,464.045715,-1.480117,4.897089,1.759714,1.647407,2.898964,14.745165,20407.726562,16217.220703,12843.333984,0.000000,23.437500,140.625000,0
26.243122,678.784790,-0.449994,4.722931,2.597727,1.596441,4.147119,15.364134,21016.525391,19325.826172,10775.268555,70.312500,46.875000,93.750000,1
25.954161,662.523132,-0.432165,4.927618,2.626649,1.630283,4.282182,16.051991,20294.671875,19121.876953,11520.594727,46.875000,70.312500,93.750000,1
25.831556,651.181763,-0.378133,5.046582,2.639116,1.648704,4.351122,16.287912,19262.474609,18644.722656,12825.812500,46.875000,70.312500,93.750000,1
19.792522,391.935486,0.725726,5.753706,3.444355,1.633951,5.627908,17.047218,14660.574219,12970.468750,7088.700195,46.875000,70.312500,23.437500,1
15.126050,211.813309,-1.065000,6.256839,2.703287,1.588282,4.293582,16.608706,8465.834961,6468.376465,6316.345215,0.000000,46.875000,468.750000,0
15.111186,212.462662,-1.087076,6.261429,2.705946,1.602325,4.335805,16.958363,8189.202637,6280.638184,5815.810547,0.000000,46.875000,468.750000,0
15.186183,218.012665,-1.097389,6.115073,2.692583,1.602158,4.313944,17.126358,7302.575684,6916.937500,5696.273438,0.000000,46.875000,445.312500,0
13.593010,184.386322,-0.382889,4.515908,3.008168,1.492215,4.488833,14.258492,8052.718262,6626.423340,5265.082031,492.187500,468.750000,140.625000,1
14.020667,196.298126,0.406246,4.686254,4.258718,1.494239,6.363541,15.743644,7813.214844,5554.835938,5347.129395,70.312500,46.875000,492.187500,1
14.549251,211.760452,0.423842,4.224865,4.103996,1.429000,5.864612,14.111264,8858.600586,6772.513184,5263.792480,70.312500,46.875000,492.187500,1
14.585605,212.459793,0.488542,4.261968,4.093767,1.415873,5.796253,13.664604,8140.235840,6712.561523,5201.307617,70.312500,46.875000,445.312500,1
19.305082,350.146332,-0.673579,5.523888,3.092971,1.562660,4.833263,16.780148,14492.381836,12929.780273,9759.938477,46.875000,70.312500,0.000000,1
20.994856,434.512817,-0.376621,4.718350,2.819717,1.524067,4.297439,15.025146,18169.728516,15087.724609,6720.974121,46.875000,70.312500,23.437500,1
21.026602,437.668732,-0.426111,4.683097,2.815460,1.509257,4.249253,14.444229,17463.449219,15929.204102,7192.146484,46.875000,70.312500,23.437500,1
21.184105,438.176453,-0.279031,4.596329,2.794527,1.475329,4.122846,13.642883,16671.443359,15655.601562,8981.526367,70.312500,46.875000,23.437500,1
22.784307,495.925171,0.684979,17.332258,6.554180,1.633409,10.705655,31.057529,12550.775391,10490.090820,9916.139648,23.437500,70.312500,0.000000,3
41.404545,1714.797485,-0.869362,11.529557,5.084373,1.895122,9.635509,31.054682,22466.535156,20609.009766,19974.876953,445.312500,421.875000,468.750000,4
41.277252,1704.644897,-0.918374,11.718849,5.100052,1.943752,9.913237,33.345448,22091.685547,20310.931641,20225.263672,445.312500,421.875000,468.750000,4
41.903530,1756.724731,-0.888125,11.075890,5.023829,1.857932,9.333930,30.351835,21149.558594,20495.066406,20391.724609,445.312500,421.875000,468.750000,4
114.297302,12953.533203,1.564997,8.153422,4.363775,1.864624,8.136800,21.639854,71089.492188,66224.867188,54820.300781,140.625000,117.187500,164.062500,4
345.880981,119503.109375,1.415424,9.602321,4.606210,1.913350,8.813293,28.813219,211022.828125,186841.562500,141591.671875,140.625000,117.187500,445.312500,1
364.715088,133067.140625,1.249234,7.833261,4.368343,1.695477,7.406424,19.853487,228812.812500,204411.609375,141978.546875,140.625000,117.187500,609.375000,4
394.211670,155393.218750,1.073564,6.018225,4.041485,1.532999,6.195592,14.601089,239253.343750,199611.140625,192473.234375,117.187500,140.625000,468.750000,1
589.274292,347404.531250,1.232700,5.712359,3.848946,1.535044,5.908302,13.586608,368640.593750,319154.031250,274916.031250,117.187500,468.750000,585.937500,1
695.390320,483705.093750,1.184898,5.897039,3.866147,1.566446,6.056109,15.313933,443144.468750,426910.406250,319244.375000,445.312500,117.187500,539.062500,3
697.787537,487063.093750,1.175529,5.823589,3.852865,1.554296,5.988493,15.052885,507930.812500,425156.968750,309443.906250,445.312500,117.187500,562.500000,4
687.731750,472161.218750,1.294521,6.324496,3.909201,1.576927,6.164526,15.344459,426678.218750,388469.125000,345926.187500,445.312500,117.187500,539.062500,1
690.318542,476621.500000,1.097130,5.504235,3.894552,1.514420,5.897987,14.336170,443190.687500,413561.812500,345651.718750,421.875000,398.437500,539.062500,1
636.826904,405707.250000,0.883248,4.601762,3.494419,1.471112,5.140682,11.750654,558456.437500,410456.187500,268510.875000,421.875000,398.437500,515.625000,1
647.578125,419560.312500,0.931922,4.506365,3.436404,1.479238,5.083259,11.609811,568901.437500,420281.187500,335508.562500,421.875000,398.437500,515.625000,1
654.536621,428425.687500,0.861206,4.269090,3.399871,1.453632,4.942162,11.254826,569005.687500,384263.031250,354704.625000,421.875000,398.437500,515.625000,1
592.678955,351235.750000,0.769267,4.576941,3.754714,1.468770,5.514812,12.597823,434677.156250,344733.062500,284198.250000,421.875000,445.312500,515.625000,1
518.194946,268645.750000,0.749750,4.272867,3.172892,1.470550,4.665898,11.246746,445219.500000,248588.828125,245225.687500,421.875000,445.312500,515.625000,3
492.649414,242731.984375,0.684290,4.615492,3.337417,1.485624,4.958148,12.177699,451453.093750,293512.437500,262691.500000,421.875000,398.437500,515.625000,1
475.901764,226336.796875,0.762571,5.257699,3.454866,1.586694,5.481815,14.364594,407424.375000,260818.328125,236386.156250,421.875000,398.437500,515.625000,1
337.333008,113781.453125,0.953667,7.362887,4.381474,1.586387,6.950714,16.778461,211697.484375,199773.953125,150629.328125,445.312500,421.875000,515.625000,1
209.665482,43980.800781,0.168371,3.030602,2.873258,1.336562,3.840288,9.703606,175576.859375,141544.437500,77867.953125,398.437500,375.000000,468.750000,1
199.142044,39676.820312,0.168740,3.556454,3.025092,1.425614,4.312614,11.481012,180759.968750,117633.804688,77098.289062,398.437500,375.000000,421.875000,1
197.140152,38882.636719,0.171858,3.687411,3.055811,1.463995,4.473694,12.355350,168053.421875,132754.250000,78761.226562,398.437500,375.000000,421.875000,1
154.671204,23934.914062,0.628871,5.850245,3.894863,1.597734,6.222956,16.377371,92192.492188,88462.953125,87586.468750,375.000000,445.312500,398.437500,1
78.313278,6131.481934,0.412395,4.662636,3.622444,1.438331,5.210272,12.640352,51887.058594,38948.367188,34874.816406,421.875000,398.437500,210.937500,1
76.700966,5869.073730,0.500789,5.085707,3.698591,1.513925,5.599390,14.530963,55164.660156,42472.875000,33052.953125,421.875000,398.437500,210.937500,1
73.389618,5388.221680,0.531795,5.729345,3.865472,1.609248,6.220501,17.034496,46046.191406,38344.171875,29345.156250,421.875000,398.437500,328.125000,1
70.262306,4939.196289,0.486137,6.022332,4.037520,1.599999,6.460028,17.468391,25382.917969,24687.031250,24204.033203,632.812500,609.375000,445.312500,1
65.269722,4221.331055,-0.198499,4.937887,3.771776,1.535126,5.790153,16.943258,38264.484375,32948.042969,27876.158203,585.937500,609.375000,562.500000,1
64.615532,4161.579102,-0.279382,5.089781,3.809963,1.532163,5.837482,16.706768,41695.109375,31772.478516,27323.566406,585.937500,609.375000,562.500000,1
65.237000,4224.812500,-0.203421,4.926346,3.773668,1.496748,5.648229,15.782653,42231.726562,30180.818359,26488.837891,585.937500,609.375000,562.500000,1
60.778107,3690.695557,-0.144307,5.537501,4.050517,1.498948,6.071515,16.850065,31403.759766,24007.714844,20742.595703,46.875000,539.062500,70.312500,1
51.087353,2609.642578,0.326294,5.015738,4.179008,1.468902,6.138552,15.500453,26479.642578,18789.931641,15145.405273,46.875000,70.312500,867.187500,1
51.430283,2639.898193,0.355374,4.988451,4.151143,1.483843,6.159645,15.922355,27094.501953,17176.833984,16633.300781,46.875000,70.312500,867.187500,1
50.736374,2575.161377,0.284105,5.146521,4.207917,1.512431,6.364184,16.731010,24093.732422,19507.634766,15136.107422,46.875000,70.312500,1570.312500,1
173.284622,30031.212891,3.156230,23.549006,7.155560,2.237912,16.013517,42.639141,78099.273438,69421.117188,67375.023438,117.187500,93.750000,140.625000,4
335.886993,112842.992188,1.440216,9.307837,5.426884,1.866539,10.129492,29.064871,210825.343750,158633.203125,158020.328125,117.187500,93.750000,140.625000,3
350.361023,122804.671875,1.298180,8.094155,5.202690,1.670276,8.689929,21.370831,231771.609375,162360.875000,151846.625000,117.187500,93.750000,609.375000,4
371.006073,137668.687500,1.081946,6.676038,4.913180,1.503315,7.386057,15.937324,242123.609375,173909.968750,161459.000000,117.187500,585.937500,140.625000,4
574.091370,329537.750000,0.522684,6.004423,4.019558,1.559929,6.270226,17.053186,333421.781250,295909.937500,232295.390625,632.812500,421.875000,562.500000,1
653.709045,427212.812500,0.740325,5.589202,3.632226,1.578548,5.733643,15.721159,428950.187500,426780.687500,383399.343750,632.812500,421.875000,609.375000,1
655.146484,429416.312500,0.681521,5.475467,3.624257,1.580031,5.726438,15.751742,427842.843750,423383.875000,415077.343750,632.812500,421.875000,609.375000,1
651.765320,425000.062500,0.687629,5.566066,3.643059,1.607676,5.856859,16.282881,408239.750000,371306.156250,337982.125000,609.375000,632.812500,421.875000,1
612.528259,375370.468750,0.746208,5.206229,3.876424,1.527682,5.921944,14.094376,405491.343750,297991.437500,256149.109375,398.437500,375.000000,562.500000,1
573.580261,329093.562500,0.174443,4.007425,3.418269,1.454410,4.971566,12.436551,496554.625000,445822.937500,306349.218750,421.875000,398.437500,445.312500,1
570.314331,325401.937500,0.221470,4.099536,3.437844,1.462388,5.027462,12.590266,580515.750000,426792.687500,247606.171875,421.875000,398.437500,445.312500,1
567.085510,321721.406250,0.207386,4.167222,3.457418,1.468439,5.077007,12.772758,583910.937500,395035.000000,268077.781250,421.875000,398.437500,445.312500,1
546.297852,298535.187500,0.337375,4.978664,3.593522,1.535223,5.516857,14.871977,414222.562500,386487.593750,231324.953125,421.875000,398.437500,375.000000,1
574.458313,329744.968750,0.728229,5.700148,3.417364,1.620896,5.539192,15.460113,428363.312500,390253.281250,283905.687500,421.875000,445.312500,398.437500,1
582.706055,339614.593750,0.673760,5.361679,3.368994,1.585052,5.340031,14.779115,483181.125000,443385.125000,265923.718750,421.875000,445.312500,539.062500,1
587.026123,344574.156250,0.699371,5.252744,3.344201,1.572336,5.258206,14.471830,454231.937500,399014.750000,275207.750000,421.875000,445.312500,398.437500,1
668.864502,446051.687500,1.237706,5.969270,4.162505,1.597383,6.649116,15.101557,454176.718750,428463.125000,248820.718750,445.312500,468.750000,515.625000,1
681.541626,464710.375000,1.150980,5.774145,4.085079,1.545555,6.313717,15.129493,577176.875000,360009.968750,296328.125000,445.312500,421.875000,117.187500,1
673.485962,453770.687500,1.219990,6.102477,4.133942,1.569915,6.489936,15.463976,558803.937500,435401.625000,300031.875000,445.312500,421.875000,117.187500,1
669.571533,448508.468750,1.229766,6.232489,4.158109,1.573249,6.541740,15.456697,498795.062500,433688.343750,301120.812500,445.312500,421.875000,117.187500,1
546.559326,295543.093750,0.655752,5.100772,3.342742,1.483484,4.958903,13.480726,325927.125000,291359.937500,241794.484375,398.437500,468.750000,421.875000,1
471.428558,222280.953125,0.807737,4.620398,3.406334,1.452873,4.948970,11.350126,378036.343750,241101.953125,212452.000000,421.875000,445.312500,117.187500,1
470.938110,221887.015625,0.782913,4.601085,3.409881,1.479036,5.043336,11.926529,406490.125000,252714.656250,213547.578125,421.875000,445.312500,117.187500,1
469.862518,220728.484375,0.717858,4.560209,3.417687,1.503582,5.138773,12.468509,406753.468750,228164.734375,196381.453125,421.875000,445.312500,93.750000,1
436.804352,190517.687500,0.762871,4.809577,3.676344,1.515312,5.570807,13.175606,363473.093750,203793.359375,190675.296875,421.875000,445.312500,210.937500,1
356.530670,127122.171875,0.429316,4.401857,3.262708,1.486858,4.851182,12.107853,248149.343750,203031.437500,193019.984375,421.875000,398.437500,210.937500,1
351.232910,123405.421875,0.443429,4.630193,3.311921,1.502911,4.977521,12.458702,256691.250000,225255.062500,169687.250000,398.437500,421.875000,210.937500,1
344.132050,118467.625000,0.503660,5.023106,3.380260,1.573262,5.318033,14.035298,248568.234375,204129.515625,161708.453125,398.437500,421.875000,93.750000,1
241.034393,58004.710938,0.036318,6.625778,4.422718,1.577980,6.978961,17.903105,155155.531250,120065.695312,108893.757812,398.437500,375.000000,187.500000,4
137.412262,18880.810547,-0.727550,4.160640,2.312634,1.412200,3.265902,11.536034,82421.015625,75631.773438,75631.351562,210.937500,398.437500,187.500000,3
129.310898,16729.257812,-0.773474,4.955800,2.457521,1.511048,3.713433,14.023373,83077.273438,73652.593750,67517.851562,210.937500,187.500000,421.875000,1
127.039528,16145.800781,-0.749761,5.193668,2.501460,1.564204,3.912794,15.520954,81496.078125,70314.296875,66068.039062,210.937500,421.875000,187.500000,1
88.035080,7723.951660,0.380427,4.891843,3.417785,1.530551,5.231094,15.185737,44057.250000,38154.859375,33926.429688,421.875000,210.937500,375.000000,1
67.010857,4218.674805,0.008827,6.177784,4.347460,1.524504,6.627719,18.100302,33890.593750,29322.388672,26468.929688,0.000000,796.875000,773.437500,0
63.991524,3959.205811,-0.110746,6.866804,4.552588,1.606922,7.315655,21.099329,29034.410156,26446.119141,24027.076172,796.875000,773.437500,0.000000,4
73.593315,5375.781250,0.373661,5.188872,3.958607,1.529608,6.055118,17.097265,29305.494141,26863.705078,26538.117188,796.875000,773.437500,23.437500,1
201.991653,40819.675781,1.654797,11.446016,5.520147,1.881333,10.385236,28.201857,114538.375000,104120.085938,93788.257812,117.187500,140.625000,93.750000,4
324.685028,105463.507812,0.525792,5.933234,3.974820,1.655441,6.580082,19.925589,204017.890625,194236.078125,178538.218750,117.187500,421.875000,398.437500,1
330.091278,109013.023438,0.513006,5.585883,3.909721,1.546554,6.046596,16.116339,223109.468750,206426.265625,183687.671875,421.875000,117.187500,398.437500,1
331.063263,109634.585938,0.545743,5.559799,3.898242,1.523132,5.937538,15.344122,244119.140625,190454.156250,163758.218750,421.875000,117.187500,445.312500,1
354.816315,125347.507812,-0.101006,4.681952,3.637275,1.512654,5.501938,14.566532,294150.593750,225189.281250,124337.171875,421.875000,445.312500,632.812500,1
352.106750,123986.828125,-0.091831,4.657332,3.409147,1.496408,5.101475,14.375611,254858.218750,236715.828125,139346.718750,421.875000,398.437500,93.750000,1
355.633575,126512.914062,-0.135327,4.551215,3.375338,1.487509,5.020847,14.028435,292595.187500,235013.015625,158304.421875,398.437500,421.875000,93.750000,1
354.351105,125621.195312,-0.108418,4.608684,3.387554,1.505809,5.101010,14.475672,292198.125000,218524.468750,150811.000000,398.437500,421.875000,93.750000,1
