RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,Predicted
89.739594,8056.069336,1.471032,45.298611,11.000951,4.574663,50.325638,884.159363,25110.681641,24983.947266,24855.175781,398.437500,375.000000,421.875000,0
1456.866577,2123269.750000,1.039149,15.396451,7.861557,2.549340,20.041780,123.605667,760507.000000,733426.625000,647008.250000,398.437500,375.000000,421.875000,2
3047.493896,9291700.000000,0.347557,6.653750,4.715018,1.808221,8.525796,34.898251,2228534.000000,2039436.000000,1276203.125000,398.437500,375.000000,421.875000,3
3269.966797,10697628.000000,0.244371,4.736016,4.077033,1.480788,6.037223,17.318317,2858088.250000,2389359.500000,893973.937500,398.437500,375.000000,421.875000,3
3011.742676,9074765.000000,0.108300,4.155410,4.195117,1.441743,6.048279,14.987874,2686406.750000,2096382.500000,736923.625000,398.437500,375.000000,421.875000,3
2967.632324,8811009.000000,0.040062,4.308646,3.825264,1.459749,5.583926,14.570537,2591046.500000,2178730.000000,664333.062500,398.437500,375.000000,421.875000,3
3089.240479,9547849.000000,0.027736,4.397390,3.754797,1.447092,5.433537,15.118245,2774509.250000,2151359.250000,808672.812500,398.437500,375.000000,421.875000,3
3296.652100,10872831.000000,0.091892,4.048681,3.291161,1.463848,4.817760,13.554187,2946314.500000,2247376.750000,991099.937500,398.437500,375.000000,421.875000,3
3313.473389,10984349.000000,-0.045150,4.631494,3.838271,1.470877,5.645626,16.868275,2985897.250000,2509853.500000,777361.250000,398.437500,375.000000,421.875000,3
3157.013184,9971575.000000,0.046933,4.265042,4.201012,1.460525,6.135684,15.825966,2963815.000000,2194891.250000,1047245.187500,398.437500,375.000000,421.875000,3
3068.730225,9421666.000000,-0.083005,5.160882,4.519575,1.486014,6.716152,18.055283,2699524.750000,2209457.500000,660846.937500,398.437500,375.000000,421.875000,3
2919.905029,8530002.000000,0.075184,4.305639,4.317095,1.447267,6.247988,15.940368,2664136.250000,2019361.875000,857159.687500,398.437500,375.000000,421.875000,3
2904.444824,8439835.000000,-0.057577,4.449223,4.068193,1.450791,5.902098,17.464594,2582960.000000,2089543.000000,723537.437500,398.437500,375.000000,421.875000,3
2808.656494,7892231.000000,-0.064120,4.450201,4.087168,1.444556,5.904144,15.521180,2464650.250000,1975049.125000,695208.000000,398.437500,375.000000,421.875000,3
2807.739258,7887155.000000,-0.129622,4.205364,3.426015,1.455262,4.985750,14.483069,2447059.000000,1989885.125000,689252.437500,398.437500,375.000000,421.875000,3
2932.872314,8605876.000000,-0.002392,4.608684,3.799836,1.482551,5.633449,15.939233,2487094.250000,2026036.750000,649921.062500,398.437500,375.000000,421.875000,3
2927.638672,8575210.000000,0.086452,4.530362,4.945237,1.459675,7.218440,18.149057,2594366.000000,1952568.500000,878014.437500,398.437500,375.000000,421.875000,3
2907.986328,8460500.000000,0.188617,4.413682,4.264142,1.455041,6.204502,15.899672,2591561.000000,2122624.750000,668744.187500,398.437500,375.000000,421.875000,3
2882.635254,8313631.000000,0.114379,5.349113,4.406283,1.482853,6.533870,17.600941,2547217.750000,2063900.250000,820592.875000,398.437500,375.000000,421.875000,3
2839.725586,8067991.000000,0.033718,4.349546,3.791949,1.456368,5.522472,16.050985,2537782.000000,1948648.250000,645379.437500,398.437500,375.000000,421.875000,3
2949.847168,8705849.000000,0.066989,4.686936,3.442849,1.474342,5.075936,15.991894,2630410.250000,2062997.250000,796267.187500,398.437500,375.000000,421.875000,3
2981.629639,8894438.000000,0.077120,4.313015,3.684477,1.458358,5.373285,15.342895,2708812.250000,2092786.500000,872474.812500,398.437500,375.000000,421.875000,3
2971.301514,8832894.000000,0.084449,4.086415,3.518926,1.431780,5.038327,14.394519,2694990.250000,2138652.500000,726104.562500,398.437500,375.000000,421.875000,3
3080.760742,9495722.000000,-0.022088,4.038197,3.396265,1.444819,4.906990,13.865882,2829101.250000,2362636.750000,814508.187500,398.437500,375.000000,421.875000,3
3078.911377,9484316.000000,-0.191974,3.929463,3.010033,1.446983,4.355469,13.148324,2894753.000000,2173109.500000,984831.812500,398.437500,375.000000,421.875000,3
3057.486572,9352801.000000,-0.187669,4.874157,3.684796,1.481908,5.460528,15.227892,2590147.250000,2249690.250000,664096.000000,398.437500,375.000000,421.875000,3
2985.131592,8915337.000000,-0.126516,4.271459,4.064009,1.451658,5.899554,17.054770,2631508.250000,1999294.000000,724170.375000,398.437500,375.000000,421.875000,3
3053.609131,9329091.000000,-0.052853,4.355729,3.556264,1.476422,5.250546,15.614450,2816350.000000,2196619.000000,953946.187500,398.437500,375.000000,421.875000,3
2974.705322,8853207.000000,-0.169544,4.354043,4.348906,1.452684,6.317588,16.668829,2775228.250000,2179506.750000,802773.812500,398.437500,375.000000,421.875000,3
3044.591309,9274010.000000,-0.085387,4.524688,3.905520,1.478778,5.775396,16.300077,2773791.500000,2121700.750000,850750.125000,398.437500,375.000000,421.875000,3
3084.537842,9518944.000000,0.032537,5.123306,3.642279,1.489373,5.424714,17.628746,2708430.750000,2248855.000000,739143.750000,398.437500,375.000000,421.875000,3
3073.946045,9453730.000000,0.173024,4.614242,4.196419,1.472211,6.178015,17.134243,2739801.750000,2125835.750000,837655.062500,398.437500,375.000000,421.875000,3
3035.082275,9216244.000000,0.095013,4.154046,3.798878,1.454250,5.524519,15.018594,2701274.250000,2201720.500000,812837.500000,398.437500,375.000000,421.875000,3
2918.595947,8522363.000000,-0.186580,4.322739,3.668430,1.433977,5.260444,14.934378,2595332.250000,2058839.625000,708391.500000,398.437500,375.000000,421.875000,3
2944.914795,8676744.000000,-0.115255,3.876581,3.414958,1.428256,4.877435,13.417793,2608081.500000,2169077.500000,677870.437500,398.437500,375.000000,421.875000,3
