RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,Predicted
1451.462402,2107715.000000,0.094712,12.235416,6.813097,1.772168,12.073956,35.882584,657700.687500,532404.187500,526611.937500,1125.000000,1101.562500,1148.437500,4
1962.798340,3854458.000000,-0.110090,15.825320,6.801944,2.091402,14.225602,49.794350,853956.062500,806931.062500,686063.875000,1125.000000,1148.437500,1101.562500,1
1099.069092,1208522.625000,-0.128236,5.504471,3.769336,1.487122,5.605461,18.411274,526335.812500,364148.218750,338343.343750,1148.437500,1195.312500,1078.125000,2
1737.132935,3019105.250000,0.033958,21.893875,8.203525,2.077977,17.046734,59.015762,685964.312500,656988.812500,570138.500000,1148.437500,1171.875000,1125.000000,1
1528.988037,2338922.250000,-0.034978,17.942122,7.526114,1.959628,14.748383,50.536160,686317.625000,591678.625000,469774.062500,1125.000000,1148.437500,1101.562500,4
1114.815063,1243420.125000,0.726534,13.983442,7.766850,1.677109,13.025856,35.582386,393502.281250,344878.843750,322197.750000,1101.562500,1148.437500,1195.312500,2
1745.755371,3049121.000000,1.304407,24.766100,9.111546,2.255570,20.551725,67.117699,589225.437500,582277.250000,576674.125000,1101.562500,1171.875000,1195.312500,1
1053.605225,1110621.375000,0.643880,10.939365,6.896526,1.657161,11.428654,29.623714,414630.218750,360744.156250,314967.625000,1125.000000,1101.562500,1195.312500,2
1526.853271,2332416.750000,0.056859,18.193150,7.908521,2.048262,16.198725,53.370300,566032.312500,537493.375000,440701.625000,1125.000000,1101.562500,1382.812500,4
1742.364990,3037310.500000,-0.242927,17.224903,7.414009,2.128901,15.783690,55.726711,634595.312500,619939.437500,604186.000000,1101.562500,1171.875000,1148.437500,1
1010.844971,1022227.812500,-0.197207,5.919486,4.971152,1.473975,7.327357,21.292458,440396.343750,303254.187500,290830.625000,1148.437500,1359.375000,1125.000000,2
1906.127075,3635065.500000,-0.020639,17.026083,6.929736,2.126484,14.735971,54.692295,849112.187500,752217.812500,682473.687500,1125.000000,1148.437500,1101.562500,1
1514.121094,2293675.000000,0.029573,11.275545,5.539824,1.854211,10.272001,35.447575,677446.312500,634026.187500,539339.500000,1148.437500,1125.000000,1101.562500,2
1335.037598,1783139.625000,0.443259,17.047112,7.763639,1.826890,14.183318,42.558403,528955.812500,473903.687500,418408.062500,1148.437500,1171.875000,1078.125000,4
1797.564941,3232819.250000,0.665111,22.350132,8.232009,2.185265,17.989124,60.282806,737707.000000,623724.312500,608975.687500,1171.875000,1148.437500,1195.312500,1
1055.765869,1115168.750000,0.328397,6.059666,4.817445,1.523090,7.337405,18.765100,438892.437500,389372.968750,285395.718750,1195.312500,1171.875000,1101.562500,2
1689.317871,2855157.250000,1.318035,21.147711,8.808697,2.033326,17.910950,52.693378,653759.625000,639514.437500,584656.062500,1195.312500,1171.875000,1125.000000,1
1557.871094,2428150.000000,0.935103,16.806385,8.122069,1.960543,15.923666,47.189789,648646.937500,558220.312500,536203.250000,1125.000000,1148.437500,1101.562500,4
1104.837280,1221244.125000,0.384042,10.219481,6.616007,1.599179,10.580182,29.017656,404474.500000,350427.625000,320247.625000,1453.125000,1125.000000,1101.562500,2
