TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
84980,1172,676,6167,1819,1106,379
70370,1171,264,6167,1819,1107,380
70370,1171,7567,6167,1819,1107,380
70370,1171,674,6167,1819,1109,379
70370,1171,672,6166,1819,1107,380
70370,1171,264,6167,1819,1108,380
70370,1171,7565,6166,1819,1108,380
70370,1171,673,6166,1819,1108,379
70370,1171,673,6167,1818,1107,380
70180,1172,264,6166,1819,1107,379
70180,1172,7565,6167,1818,1104,379
70180,1172,677,6167,1819,1106,382
70180,1172,2460,6166,1818,1104,381
70268,1171,264,6166,1819,1104,380
70268,1171,7567,6166,1819,1111,379
70268,1171,671,6167,1819,1109,381
70268,1171,671,6168,1818,1109,382
77177,1172,264,6166,1818,1108,379
77177,1172,7569,6167,1818,1108,379
77177,1172,674,6166,1819,1102,380
77177,1172,670,6167,1819,1104,382
70293,1172,264,6167,1818,1103,382
70293,1172,7569,6167,1819,1108,380
70293,1172,674,6166,1819,1110,380
70293,1172,671,6167,1819,1109,380
70358,1172,264,6166,1818,1110,380
70358,1172,7567,6167,1819,1108,380
70358,1172,2458,6167,1819,1107,379
70358,1172,674,6167,1819,1106,383
76137,1172,265,6166,1818,1109,379
76137,1172,7571,6167,1819,1109,380
76137,1172,672,6166,1819,1103,379
76137,1172,670,6167,1819,1106,379
70457,1172,264,6168,1818,1106,380
70457,1172,7566,6167,1819,1109,381
70457,1172,672,6167,1819,1108,382
70457,1172,674,6166,1819,1107,379
70358,1172,264,6167,1819,1107,382
70358,1172,7570,6167,1819,1107,379
70358,1172,674,6167,1819,1108,380
70358,1172,672,6166,1819,1107,379
70255,1172,265,6167,1819,1108,379
70255,1172,9353,6167,1819,1111,382
70255,1172,679,6167,1819,1110,382
70255,1172,671,6166,1819,1113,379
70194,1172,264,6167,1819,1112,380
70194,1172,7565,6167,1819,1108,379
70194,1172,673,6167,1819,1108,379
70194,1172,671,6167,1818,1109,379
77103,1172,264,6166,1819,1107,379
77103,1172,7567,6166,1819,1108,380
77103,1172,672,6167,1819,1109,382
77103,1172,672,6167,1819,1110,381
70219,1172,264,6167,1819,1107,382
70219,1172,7570,6167,1819,1111,380
70219,1172,678,6166,1819,1107,380
70219,1172,674,6167,1818,1109,381
79325,1173,264,6167,1819,1107,379
79325,1173,7564,6168,1818,1111,382
79325,1173,679,6167,1819,1105,379
79325,1173,676,6167,1819,1105,381
70320,1172,264,6167,1818,1107,381
70320,1172,7573,6167,1819,1107,380
70320,1172,674,6166,1818,1105,381
70320,1172,676,6167,1819,1106,379
75786,1172,265,6166,1819,1105,379
75786,1172,7570,6166,1818,1108,382
75786,1172,673,6166,1819,1106,380
75786,1172,674,6167,1819,1107,382
70307,1171,263,6167,1818,1105,382
70307,1171,7572,6166,1819,1110,379
70307,1171,671,6167,1819,1109,379
70307,1171,2456,6167,1818,1107,379
70243,1173,264,6167,1819,1110,379
70243,1173,7569,6167,1818,1109,379
70243,1173,670,6166,1819,1107,382
70243,1173,674,6167,1819,1108,382
70268,1172,264,6167,1818,1109,382
70268,1172,7572,6166,1819,1111,383
70268,1172,679,6167,1819,1109,381
70268,1172,671,6166,1819,1109,382
77229,1172,264,6167,1819,1109,383
77229,1172,7571,6166,1819,1107,380
77229,1172,675,6167,1819,1105,379
77229,1172,674,6166,1819,1106,380
70343,1173,264,6167,1819,1106,379
70343,1173,9353,6167,1819,1105,380
70343,1173,676,6167,1819,1111,380
70343,1173,671,6166,1819,1110,379
70407,1172,264,6167,1818,1110,379
70407,1172,7569,6167,1819,1110,382
70407,1172,680,6166,1819,1111,381
70407,1172,670,6167,1819,1110,381
70421,1172,264,6167,1819,1112,382
70421,1172,7573,6166,1819,1111,381
70421,1172,678,6166,1819,1107,381
70421,1172,674,6168,1818,1107,381
70381,1172,264,6167,1819,1110,382
70381,1172,7569,6166,1819,1105,379
70381,1172,675,6167,1818,1107,380
70381,1172,674,6167,1819,1106,382
90495,1172,265,6166,1819,1105,379
90495,1172,7567,6167,1818,1104,380
90495,1172,677,6167,1819,1109,382
90495,1172,672,6166,1819,1108,381
70356,1172,264,6167,1818,1108,381
70356,1172,7572,6166,1819,1109,382
70356,1172,672,6167,1819,1109,382
70356,1172,672,6167,1819,1108,381
70269,1172,264,6166,1819,1107,380
70269,1172,7572,6167,1819,1106,380
70269,1172,676,6166,1819,1109,380
70269,1172,671,6168,1818,1108,380
77178,1172,265,6167,1819,1107,379
77178,1172,7571,6167,1819,1105,380
77178,1172,675,6167,1819,1107,380
77178,1172,2459,6166,1818,1105,379
70306,1172,264,6166,1818,1107,380
70306,1172,7570,6167,1819,1109,379
70306,1172,672,6167,1819,1109,379
70306,1172,671,6167,1819,1109,380
70369,1172,264,6166,1819,1109,379
70369,1172,7565,6166,1819,1108,379
70369,1172,673,6167,1819,1107,380
70369,1172,674,6167,1819,1108,380
70356,1172,265,6166,1819,1106,379
70356,1172,7571,6167,1818,1106,380
70356,1172,675,6167,1819,1105,382
70356,1172,675,6167,1819,1106,382
70370,1172,264,6168,1818,1105,381
70370,1172,7570,6167,1819,1103,380
70370,1172,2464,6166,1819,1105,379
70370,1172,676,6168,1818,1107,382
74598,1172,264,6166,1819,1105,380
74598,1172,7569,6166,1819,1103,382
74598,1172,678,6166,1819,1108,381
74598,1172,672,6168,1818,1111,382
70318,1171,264,6167,1819,1108,379
70318,1171,7566,6167,1819,1107,381
70318,1171,673,6168,1818,1107,380
70318,1171,674,6167,1819,1109,380
70368,1172,265,6167,1819,1110,380
70368,1172,7566,6168,1818,1108,380
70368,1172,673,6167,1819,1110,383
70368,1172,671,6166,1819,1109,381
77190,1172,264,6167,1819,1109,382
77190,1172,9358,6167,1819,1109,382
77190,1172,673,6167,1819,1107,379
77190,1172,674,6166,1819,1107,382
70293,1172,264,6166,1819,1107,380
70293,1172,7565,6167,1819,1112,379
70293,1172,669,6167,1819,1107,380
70293,1172,673,6167,1819,1108,379
70332,1172,265,6167,1819,1110,379
70332,1172,7567,6166,1819,1107,382
70332,1172,674,6167,1819,1104,381
70332,1172,676,6166,1819,1107,379
70358,1172,264,6166,1819,1106,380
70358,1172,7571,6167,1819,1108,380
70358,1172,673,6166,1819,1109,379
70358,1172,670,6167,1818,1110,380
79577,1172,264,6167,1819,1111,380
79577,1172,7569,6166,1819,1108,381
79577,1172,672,6167,1818,1107,379
79577,1172,673,6167,1819,1105,379
75924,1172,264,6168,1818,1105,380
75924,1172,7571,6166,1819,1108,379
75924,1172,672,6167,1819,1107,382
75924,1172,675,6167,1819,1109,381
70357,1172,264,6167,1819,1109,382
70357,1172,7571,6167,1819,1107,382
70357,1172,674,6166,1819,1112,379
70357,1172,668,6167,1819,1110,380
70354,1173,264,6167,1819,1109,379
70354,1173,7571,6167,1819,1108,382
70354,1173,672,6167,1819,1109,380
70354,1173,2457,6166,1819,1109,379
77166,1172,264,6167,1819,1107,380
77166,1172,7566,6167,1819,1105,378
77166,1172,676,6166,1819,1112,381
77166,1172,677,6167,1818,1112,381
70293,1172,264,6167,1819,1112,382
70293,1172,7569,6166,1819,1108,379
70293,1172,671,6168,1818,1108,379
70293,1172,672,6166,1819,1110,380
70319,1172,265,6166,1819,1111,379
70319,1172,7570,6167,1819,1107,381
70319,1172,673,6166,1819,1107,380
70319,1172,673,6167,1819,1107,379
70332,1171,264,6167,1818,1108,380
70332,1171,7569,6167,1819,1106,380
70332,1171,2461,6166,1819,1104,380
70332,1171,676,6168,1818,1104,381
70357,1173,264,6166,1819,1106,381
70357,1173,7573,6166,1819,1104,381
70357,1173,676,6167,1818,1106,382
70357,1173,674,6167,1819,1108,382
70356,1172,264,6166,1819,1108,382
70356,1172,7571,6166,1818,1107,380
70356,1172,673,6167,1819,1102,380
