TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
77179,1172,264,6167,1819,1102,379
77179,1172,7566,6167,1819,1104,380
77179,1172,677,6167,1818,1103,381
77179,1172,677,6166,1818,1101,381
70331,1172,265,6167,1819,1102,380
70331,1172,7568,6167,1818,1102,380
70331,1172,669,6166,1819,1101,381
70331,1172,670,6167,1819,1103,380
75910,1171,264,6166,1819,1103,380
75910,1171,7568,6166,1819,1101,380
75910,1171,671,6168,1818,1103,381
75910,1171,678,6166,1819,1102,380
79575,1172,264,6166,1819,1101,380
79575,1172,7571,6167,1818,1102,380
79575,1172,670,6166,1819,1102,380
79575,1172,669,6167,1819,1101,380
70432,1172,264,6168,1818,1103,380
70432,1172,7570,6167,1819,1103,380
70432,1172,677,6166,1819,1102,380
70432,1172,670,6167,1819,1102,379
70219,1171,264,6166,1819,1101,381
70219,1171,7567,6166,1819,1103,380
70219,1171,677,6166,1818,1102,380
70219,1171,670,6167,1819,1101,381
70305,1172,265,6167,1819,1103,380
70305,1172,7566,6167,1818,1102,379
70305,1172,669,6167,1819,1103,381
70305,1172,2464,6167,1819,1102,380
70269,1172,264,6167,1819,1103,381
70269,1172,7568,6167,1819,1103,380
70269,1172,670,6166,1819,1102,380
70269,1172,669,6168,1818,1103,381
77178,1172,265,6167,1819,1102,380
77178,1172,7566,6168,1818,1104,381
77178,1172,677,6167,1819,1102,380
77178,1172,670,6167,1819,1105,380
70343,1171,263,6167,1819,1104,380
70343,1171,7571,6167,1819,1103,380
70343,1171,677,6167,1819,1103,380
70343,1171,669,6167,1819,1101,380
70320,1171,264,6166,1819,1103,381
70320,1171,7568,6167,1819,1103,380
70320,1171,2464,6168,1818,1103,380
70320,1171,677,6167,1819,1101,381
79563,1173,264,6167,1819,1103,380
79563,1173,7565,6167,1819,1104,380
79563,1173,676,6166,1819,1104,381
79563,1173,677,6167,1819,1103,381
70331,1172,265,6166,1819,1102,380
70331,1172,7567,6167,1819,1103,380
70331,1172,678,6166,1818,1103,380
70331,1172,678,6166,1819,1102,380
70219,1172,264,6167,1819,1103,381
70219,1172,7566,6167,1819,1103,379
70219,1172,669,6166,1819,1103,380
70219,1172,669,6167,1818,1101,380
70168,1172,264,6166,1819,1102,380
70168,1172,9351,6167,1819,1102,380
70168,1172,671,6167,1819,1102,380
70168,1172,671,6166,1819,1101,380
217447,1172,264,6167,1819,1103,380
217447,1172,7568,6167,1819,1102,380
217447,1172,671,6166,1819,1102,380
217447,1172,669,6168,1818,1102,379
77140,1172,264,6167,1819,1102,380
77140,1172,7570,6167,1818,1104,380
77140,1172,676,6166,1819,1102,380
77140,1172,670,6166,1819,1101,379
70244,1172,264,6167,1818,1104,380
70244,1172,7567,6167,1819,1103,380
70244,1172,678,6167,1819,1102,379
70244,1172,2455,6168,1818,1102,380
70307,1172,264,6166,1819,1103,380
70307,1172,7565,6167,1819,1102,379
70307,1172,670,6166,1819,1104,380
70307,1172,676,6167,1819,1103,380
75786,1172,264,6167,1819,1101,380
75786,1172,7486,6167,1819,1104,380
75786,1172,669,6167,1818,1102,380
75786,1172,670,6167,1819,1103,381
70269,1172,265,6166,1819,1102,380
70269,1172,7569,6167,1819,1104,381
70269,1172,677,6166,1818,1103,380
70269,1172,678,6166,1819,1102,380
70407,1172,264,6167,1818,1102,380
70407,1172,7569,6167,1819,1104,380
70407,1172,2462,6167,1819,1103,380
70407,1172,670,6168,1818,1102,380
70255,1173,264,6167,1819,1101,379
70255,1173,7565,6167,1818,1104,380
70255,1173,677,6166,1818,1102,381
70255,1173,670,6167,1819,1104,380
75759,1172,264,6167,1819,1102,380
75759,1172,7566,6167,1819,1102,380
75759,1172,670,6167,1818,1101,381
75759,1172,671,6166,1819,1100,381
77178,1172,264,6167,1818,1104,380
77178,1172,7565,6167,1819,1104,380
77178,1172,677,6167,1819,1101,379
77178,1172,670,6167,1819,1103,380
70282,1172,264,6167,1819,1102,380
70282,1172,9350,6167,1819,1104,380
70282,1172,676,6166,1818,1103,380
70282,1172,669,6167,1819,1101,380
70344,1172,265,6167,1819,1103,380
70344,1172,7570,6166,1819,1103,380
70344,1172,678,6167,1819,1103,380
70344,1172,669,6167,1819,1101,380
75924,1173,264,6167,1819,1102,379
75924,1173,7572,6167,1819,1105,379
75924,1173,676,6167,1818,1102,381
75924,1173,670,6166,1819,1102,381
70344,1172,265,6167,1819,1103,380
70344,1172,7571,6167,1819,1104,380
70344,1172,677,6167,1819,1103,380
70344,1172,677,6166,1818,1102,380
79764,1171,264,6167,1819,1102,380
79764,1171,7572,6167,1819,1103,381
79764,1171,678,6167,1819,1102,380
79764,1171,670,6166,1818,1101,380
70307,1172,264,6167,1819,1102,381
70307,1172,7566,6166,1819,1103,379
70307,1172,677,6167,1819,1102,379
70307,1172,670,6167,1819,1102,380
70293,1173,264,6167,1819,1103,379
70293,1173,7570,6167,1819,1103,380
70293,1173,677,6167,1818,1100,380
70293,1173,671,6167,1819,1101,381
77164,1172,264,6167,1818,1103,380
77164,1172,7571,6167,1819,1103,380
77164,1172,670,6167,1819,1101,380
77164,1172,2457,6167,1818,1104,380
70293,1172,264,6167,1819,1103,380
70293,1172,7570,6167,1819,1101,380
70293,1172,670,6167,1818,1102,380
70293,1172,670,6167,1819,1102,380
70332,1172,264,6166,1819,1101,380
70332,1172,7567,6167,1819,1102,381
70332,1172,678,6166,1819,1102,381
70332,1172,670,6167,1819,1101,380
70344,1172,264,6166,1818,1103,380
70344,1172,7568,6166,1819,1102,379
70344,1172,670,6167,1819,1103,380
70344,1172,670,6166,1818,1103,380
75748,1171,264,6167,1819,1103,380
75748,1171,7566,6166,1819,1102,380
75748,1171,2463,6167,1819,1102,380
75748,1171,671,6167,1819,1103,380
70356,1172,264,6167,1819,1102,380
70356,1172,7569,6167,1819,1103,380
70356,1172,678,6168,1818,1103,381
70356,1172,670,6166,1819,1103,381
70318,1172,264,6166,1818,1103,380
70318,1172,7570,6166,1818,1102,381
70318,1172,670,6166,1819,1102,380
70318,1172,669,6167,1819,1101,380
70181,1172,264,6167,1819,1102,380
70181,1172,7570,6167,1819,1102,380
70181,1172,670,6166,1819,1103,380
70181,1172,670,6168,1818,1103,381
77165,1172,265,6167,1819,1103,380
77165,1172,9355,6167,1819,1099,381
77165,1172,673,6167,1819,1103,380
77165,1172,677,6166,1819,1102,379
70282,1172,264,6167,1819,1103,380
70282,1172,7572,6167,1819,1102,380
70282,1172,671,6166,1819,1102,380
70282,1172,669,6168,1818,1103,381
70294,1172,264,6166,1819,1102,380
70294,1172,7570,6167,1819,1104,380
70294,1172,677,6167,1819,1103,381
70294,1172,670,6167,1819,1102,380
70330,1171,264,6166,1819,1101,380
70330,1171,7568,6166,1819,1101,380
70330,1171,670,6166,1819,1102,380
70330,1171,670,6167,1819,1102,380
84868,1171,264,6167,1819,1101,380
84868,1171,7494,6167,1819,1103,381
84868,1171,678,6167,1819,1103,380
84868,1171,670,6167,1819,1103,379
70258,1171,263,6166,1819,1103,381
70258,1171,7570,6167,1819,1104,379
70258,1171,678,6166,1819,1103,380
70258,1171,669,6166,1819,1103,381
70305,1172,264,6167,1819,1103,380
70305,1172,7566,6167,1819,1103,380
70305,1172,678,6167,1819,1103,381
70305,1172,669,6166,1819,1103,380
70343,1171,264,6166,1819,1101,380
70343,1171,7564,6166,1819,1102,380
70343,1171,669,6167,1819,1102,379
70343,1171,2456,6167,1818,1104,380
77165,1172,264,6166,1819,1103,379
77165,1172,7570,6166,1818,1102,380
77165,1172,671,6167,1819,1102,381
77165,1172,670,6166,1819,1103,380
70268,1172,264,6167,1818,1102,380
70268,1172,7570,6166,1819,1103,380
70268,1172,678,6167,1819,1103,379
70268,1172,668,6166,1819,1101,380
70320,1172,264,6166,1819,1101,380
70320,1172,7570,6167,1819,1104,380
70320,1172,678,6167,1819,1103,380
70320,1172,669,6168,1818,1105,381
70369,1172,264,6167,1819,1104,380
70369,1172,7572,6166,1819,1103,380
70369,1172,2463,6167,1819,1103,381
70369,1172,678,6167,1819,1103,380
75924,1171,264,6166,1819,1103,381
75924,1171,7572,6166,1819,1101,379
75924,1171,670,6167,1818,1105,380
75924,1171,675,6166,1819,1101,381
70381,1173,264,6167,1819,1103,379
70381,1173,7567,6167,1818,1104,379
70381,1173,676,6167,1819,1102,380
70381,1173,670,6166,1819,1101,380
70306,1172,264,6168,1818,1104,379
70306,1172,7565,6166,1819,1103,380
70306,1172,677,6167,1819,1103,380
70306,1172,669,6167,1819,1102,380
70407,1172,264,6167,1819,1102,381
70407,1172,9355,6167,1819,1101,380
70407,1172,670,6167,1819,1104,380
70407,1172,677,6167,1819,1104,380
77165,1171,264,6166,1819,1101,380
77165,1171,7571,6167,1819,1102,380
77165,1171,670,6167,1819,1103,380
77165,1171,678,6167,1819,1102,380
70281,1172,264,6167,1819,1102,381
70281,1172,7566,6167,1819,1103,379
70281,1172,677,6167,1819,1101,380
70281,1172,672,6167,1819,1102,380
70420,1172,264,6167,1819,1103,380
70420,1172,7565,6167,1819,1103,379
70420,1172,670,6168,1818,1103,380
70420,1172,670,6166,1819,1102,381
88795,1172,264,6167,1819,1103,380
88795,1172,7571,6166,1819,1104,380
88795,1172,677,6167,1818,1102,380
88795,1172,669,6167,1819,1104,380
70357,1171,264,6167,1819,1105,380
70357,1171,7564,6167,1819,1103,381
70357,1171,678,6166,1819,1101,380
70357,1171,670,6167,1819,1101,380
75872,1173,264,6167,1819,1103,380
75872,1173,7572,6167,1819,1102,380
75872,1173,670,6167,1818,1101,380
75872,1173,670,6167,1819,1103,381
70292,1171,264,6167,1819,1100,380
70292,1171,7564,6167,1819,1103,380
70292,1171,669,6166,1819,1103,380
70292,1171,2464,6167,1819,1101,379
70318,1172,264,6166,1819,1102,380
70318,1172,7571,6167,1819,1101,380
70318,1172,671,6167,1818,1102,380
70318,1172,670,6167,1819,1104,380
77090,1172,265,6167,1819,1102,380
77090,1172,7569,6167,1819,1103,381
77090,1172,678,6167,1819,1103,380
77090,1172,670,6166,1819,1102,380
70320,1172,264,6166,1819,1101,381
70320,1172,7570,6167,1819,1102,379
70320,1172,670,6167,1819,1102,380
70320,1172,670,6167,1818,1101,381
70357,1172,264,6166,1819,1102,380
70357,1172,7568,6167,1819,1103,380
70357,1172,2463,6167,1819,1103,380
70357,1172,669,6166,1819,1102,380
70320,1172,264,6167,1818,1104,379
70320,1172,7567,6167,1819,1103,380
70320,1172,670,6166,1819,1102,380
70320,1172,671,6167,1819,1100,380
70320,1172,264,6167,1819,1102,381
70320,1172,7571,6167,1819,1103,379
70320,1172,678,6167,1819,1102,380
70320,1172,668,6166,1819,1101,381
70281,1172,265,6167,1819,1103,380
70281,1172,7564,6167,1819,1103,381
70281,1172,678,6167,1819,1102,381
70281,1172,671,6167,1819,1103,380
75910,1171,264,6167,1819,1102,381
75910,1171,680,6167,1819,1102,379
75910,1171,671,6167,1819,1102,380
75910,1171,669,6167,1819,1102,381
70279,1173,264,6167,1819,1103,380
70279,1173,7566,6168,1818,1102,380
70279,1173,671,6166,1819,1102,380
70279,1173,669,6166,1819,1102,379
77129,1172,264,6167,1819,1104,380
77129,1172,7572,6167,1819,1101,380
77129,1172,671,6166,1819,1102,380
77129,1172,669,6168,1818,1104,380
70369,1172,264,6167,1819,1103,380
70369,1172,7572,6166,1819,1102,380
70369,1172,671,6168,1818,1103,379
70369,1172,2454,6167,1819,1101,380
169264,1171,263,6167,1818,1103,380
169264,1171,7572,6166,1819,1103,380
169264,1171,678,6167,1819,1104,380
169264,1171,677,6166,1819,1101,380
70370,1172,264,6167,1819,1104,380
70370,1172,7570,6167,1819,1102,380
70370,1172,670,6166,1819,1100,380
70370,1172,672,6168,1818,1103,381
70331,1173,264,6167,1819,1102,379
70331,1173,7567,6167,1819,1103,379
70331,1173,676,6166,1819,1102,381
70331,1173,670,6167,1819,1102,380
70280,1171,264,6167,1819,1101,380
70280,1171,7567,6167,1819,1103,381
70280,1171,2464,6167,1819,1103,380
70280,1171,670,6167,1818,1102,380
75547,1172,264,6167,1819,1105,381
75547,1172,7567,6167,1819,1103,380
75547,1172,669,6166,1819,1101,380
75547,1172,670,6168,1818,1101,380
70293,1172,264,6167,1819,1103,380
70293,1172,7570,6166,1819,1103,380
70293,1172,677,6167,1819,1102,380
70293,1172,669,6166,1819,1102,380
77215,1171,264,6167,1819,1104,380
77215,1171,7572,6166,1819,1102,380
77215,1171,670,6167,1819,1102,380
77215,1171,670,6167,1819,1101,380
70232,1172,264,6167,1819,1105,381
70232,1172,9356,6166,1819,1103,380
70232,1172,677,6167,1819,1101,381
70232,1172,671,6166,1819,1103,380
70306,1172,264,6166,1819,1102,380
70306,1172,7567,6167,1819,1102,380
70306,1172,670,6166,1819,1103,380
70306,1172,678,6166,1819,1100,380
70308,1172,264,6166,1818,1103,380
70308,1172,7572,6167,1819,1104,380
70308,1172,677,6166,1819,1102,380
70308,1172,670,6167,1818,1101,380
70345,1171,263,6166,1818,1102,380
70345,1171,7571,6167,1819,1102,380
70345,1171,670,6168,1818,1102,381
70345,1171,671,6167,1819,1103,380
79513,1172,265,6167,1819,1102,379
79513,1172,7563,6166,1819,1102,381
79513,1172,670,6167,1819,1104,381
79513,1172,677,6166,1819,1102,380
70292,1172,264,6167,1819,1103,380
70292,1172,7570,6166,1819,1103,380
70292,1172,678,6167,1819,1103,380
70292,1172,670,6167,1819,1102,379
75835,1171,264,6167,1818,1103,380
75835,1171,7565,6167,1819,1102,380
75835,1171,671,6166,1819,1101,380
75835,1171,670,6166,1819,1104,380
77304,1172,264,6166,1818,1102,381
77304,1172,7571,6167,1819,1104,380
77304,1172,678,6166,1819,1102,380
77304,1172,2455,6167,1819,1102,381
70268,1171,264,6166,1819,1101,379
70268,1171,7569,6167,1819,1102,381
70268,1171,679,6167,1819,1103,380
70268,1171,670,6167,1819,1100,380
70332,1171,263,6166,1819,1102,381
70332,1171,7566,6166,1819,1101,380
70332,1171,671,6166,1819,1104,380
70332,1171,669,6167,1818,1103,380
70383,1172,264,6167,1819,1102,380
70383,1172,7567,6167,1819,1102,380
70383,1172,671,6167,1819,1102,380
70383,1172,670,6166,1818,1101,381
70432,1173,264,6167,1819,1104,379
70432,1173,7567,6168,1818,1103,379
70432,1173,2462,6167,1819,1102,380
70432,1173,670,6166,1819,1102,380
70332,1171,264,6167,1819,1101,381
70332,1171,7567,6166,1819,1103,379
70332,1171,677,6167,1819,1103,380
70332,1171,670,6166,1818,1103,380
70293,1171,264,6166,1819,1103,380
70293,1171,7569,6167,1819,1102,380
70293,1171,670,6167,1819,1103,380
70293,1171,669,6167,1819,1102,380
70292,1172,265,6167,1819,1101,380
70292,1172,7564,6167,1819,1100,380
70292,1172,672,6167,1819,1102,380
70292,1172,669,6167,1819,1103,380
82657,1172,265,6167,1819,1103,380
82657,1172,9288,6167,1819,1102,380
82657,1172,677,6166,1819,1102,380
82657,1172,671,6166,1819,1101,380
70355,1172,264,6167,1819,1103,381
70355,1172,7568,6167,1819,1102,380
70355,1172,671,6166,1819,1102,380
70355,1172,669,6167,1819,1104,381
70306,1172,264,6166,1819,1101,380
70306,1172,7567,6168,1818,1105,379
70306,1172,675,6166,1819,1103,381
70306,1172,678,6167,1819,1102,379
70356,1171,264,6166,1819,1103,380
70356,1171,7566,6167,1819,1102,380
70356,1171,669,6166,1818,1101,380
70356,1171,671,6167,1819,1101,379
79515,1172,264,6166,1819,1102,380
79515,1172,7570,6167,1819,1102,380
79515,1172,671,6166,1819,1103,380
79515,1172,669,6168,1818,1102,380
70319,1173,264,6167,1819,1103,380
70319,1173,7570,6166,1819,1101,380
70319,1173,671,6166,1819,1101,380
70319,1173,670,6167,1819,1104,380
70292,1171,264,6166,1819,1101,379
70292,1171,7570,6167,1819,1103,380
70292,1171,670,6167,1819,1103,380
70292,1171,669,6166,1819,1100,380
70307,1172,264,6166,1819,1102,381
70307,1172,7566,6166,1819,1103,379
70307,1172,677,6166,1819,1102,380
70307,1172,2456,6166,1819,1102,381
82305,1172,264,6167,1819,1103,380
82305,1172,7569,6167,1819,1102,381
82305,1172,678,6166,1819,1102,381
82305,1172,670,6167,1819,1102,380
70318,1172,264,6167,1818,1103,380
70318,1172,7570,6166,1819,1104,380
70318,1172,677,6167,1819,1103,379
70318,1172,669,6167,1819,1102,380
70369,1172,264,6166,1819,1103,380
70369,1172,7570,6166,1819,1101,380
70369,1172,672,6166,1819,1102,380
70369,1172,670,6167,1819,1102,380
70319,1172,264,6167,1819,1101,379
70319,1172,7571,6168,1818,1104,379
70319,1172,2463,6167,1819,1103,379
70319,1172,677,6166,1819,1103,380
79589,1172,264,6166,1819,1101,380
79589,1172,7565,6167,1819,1102,380
79589,1172,669,6167,1819,1103,380
79589,1172,670,6167,1819,1102,380
70321,1172,264,6167,1819,1104,380
70321,1172,7568,6167,1819,1103,380
70321,1172,670,6166,1819,1102,380
70321,1172,670,6167,1818,1104,381
70329,1173,264,6167,1819,1102,380
70329,1173,7569,6166,1818,1103,379
70329,1173,676,6167,1819,1104,380
70329,1173,677,6167,1819,1103,381
70292,1172,265,6167,1819,1104,381
70292,1172,9354,6166,1819,1102,380
70292,1172,677,6166,1819,1101,380
70292,1172,672,6167,1819,1103,380
82782,1172,265,6167,1819,1103,380
82782,1172,7569,6166,1819,1102,381
82782,1172,679,6166,1819,1102,380
82782,1172,670,6166,1819,1100,380
70370,1172,264,6167,1819,1102,380
70370,1172,7572,6167,1819,1104,380
70370,1172,677,6167,1819,1101,380
70370,1172,672,6167,1818,1104,379
70307,1172,264,6166,1819,1102,380
70307,1172,7566,6166,1819,1103,379
70307,1172,669,6167,1818,1102,381
70307,1172,669,6166,1819,1101,380
79600,1172,265,6166,1819,1102,380
79600,1172,7571,6167,1818,1102,380
79600,1172,670,6167,1819,1103,381
79600,1172,670,6167,1819,1101,380
70369,1171,263,6167,1818,1103,380
70369,1171,7571,6167,1819,1102,380
70369,1171,671,6167,1819,1103,380
70369,1171,669,6167,1819,1101,380
70370,1172,264,6167,1819,1103,380
70370,1172,7572,6167,1819,1104,380
70370,1172,677,6167,1819,1103,380
70370,1172,670,6167,1818,1101,380
70242,1173,264,6167,1819,1101,380
70242,1173,7569,6167,1818,1105,380
70242,1173,676,6167,1819,1102,381
70242,1173,2464,6167,1819,1102,379
70292,1172,264,6166,1819,1104,381
70292,1172,7568,6166,1819,1101,380
70292,1172,671,6167,1819,1102,380
70292,1172,671,6167,1819,1103,379
77215,1172,264,6166,1819,1102,379
77215,1172,7564,6167,1818,1104,380
77215,1172,677,6166,1819,1104,380
77215,1172,677,6167,1819,1101,381
75622,1172,264,6166,1819,1104,380
75622,1172,7501,6167,1819,1104,379
75622,1172,676,6167,1819,1102,381
75622,1172,670,6166,1819,1104,380
70357,1172,265,6167,1819,1103,380
70357,1172,7566,6166,1819,1101,380
70357,1172,2456,6166,1819,1104,380
70357,1172,677,6167,1818,1102,380
70282,1172,264,6167,1819,1104,380
70282,1172,7564,6166,1819,1102,379
70282,1172,670,6167,1818,1102,381
70282,1172,670,6167,1819,1101,380
70318,1172,265,6167,1819,1103,380
70318,1172,7570,6166,1819,1102,381
70318,1172,679,6167,1819,1102,381
70318,1172,670,6166,1819,1101,380
75810,1172,264,6167,1819,1103,380
75810,1172,7571,6167,1819,1103,380
75810,1172,678,6167,1819,1102,381
75810,1172,670,6166,1819,1103,380
79463,1172,264,6167,1818,1102,380
79463,1172,7569,6167,1819,1104,381
79463,1172,677,6167,1819,1102,380
79463,1172,670,6167,1819,1101,380
70281,1172,264,6167,1819,1101,381
70281,1172,7567,6167,1819,1104,379
70281,1172,669,6167,1819,1104,380
70281,1172,677,6167,1819,1103,381
77253,1172,265,6167,1819,1103,379
77253,1172,7568,6168,1818,1100,380
77253,1172,672,6167,1819,1103,380
77253,1172,669,6167,1819,1101,379
75899,1172,264,6167,1819,1102,379
75899,1172,7564,6167,1819,1103,379
75899,1172,669,6167,1818,1103,380
75899,1172,2454,6166,1818,1103,380
70245,1172,264,6167,1818,1102,380
70245,1172,7565,6167,1819,1102,380
70245,1172,678,6167,1819,1103,380
70245,1172,670,6166,1819,1101,380
70259,1172,264,6167,1819,1103,380
70259,1172,7569,6167,1819,1103,380
70259,1172,670,6167,1818,1104,380
70259,1172,677,6167,1819,1101,380
70331,1172,265,6167,1819,1102,380
70331,1172,7567,6168,1818,1103,380
70331,1172,670,6167,1819,1101,381
70331,1172,671,6166,1819,1102,380
70283,1172,264,6168,1818,1101,381
70283,1172,7565,6166,1819,1102,380
70283,1172,2464,6166,1819,1101,380
70283,1172,672,6167,1818,1102,381
70167,1172,265,6167,1819,1103,380
70167,1172,7565,6168,1818,1102,381
70167,1172,671,6167,1819,1102,380
70167,1172,669,6166,1819,1103,380
70243,1172,264,6167,1819,1102,381
70243,1172,7569,6166,1819,1102,379
70243,1172,678,6167,1819,1102,381
70243,1172,670,6168,1818,1103,380
77165,1173,264,6167,1819,1102,380
77165,1173,7572,6167,1819,1104,379
77165,1173,677,6166,1819,1102,381
77165,1173,670,6167,1819,1102,380
70268,1172,265,6167,1818,1103,380
70268,1172,9355,6167,1819,1103,380
70268,1172,678,6167,1819,1103,380
70268,1172,670,6168,1818,1103,380
70445,1172,264,6167,1819,1103,381
70445,1172,7566,6167,1819,1102,380
70445,1172,671,6167,1819,1102,379
70445,1172,668,6167,1819,1102,380
70356,1172,264,6167,1819,1102,380
70356,1172,7567,6167,1818,1104,380
70356,1172,677,6166,1819,1102,381
70356,1172,670,6167,1819,1102,380
70407,1172,265,6167,1819,1103,380
70407,1172,7568,6167,1819,1102,380
70407,1172,670,6167,1819,1102,379
70407,1172,669,6167,1819,1103,380
79477,1172,264,6167,1819,1103,381
79477,1172,7565,6166,1819,1102,380
79477,1172,670,6166,1819,1101,380
79477,1172,671,6168,1818,1102,380
70368,1172,264,6167,1819,1103,380
70368,1172,7565,6166,1819,1104,380
70368,1172,677,6168,1818,1103,381
70368,1172,670,6167,1819,1103,381
70280,1172,265,6167,1819,1104,380
70280,1172,7564,6167,1819,1102,380
70280,1172,670,6167,1819,1103,381
70280,1172,670,6167,1819,1103,380
77191,1172,264,6167,1819,1102,381
77191,1172,7571,6167,1819,1102,380
77191,1172,671,6166,1819,1102,380
77191,1172,2455,6166,1818,1102,380
70355,1172,265,6167,1819,1102,380
70355,1172,7569,6167,1818,1103,380
70355,1172,677,6166,1818,1102,380
70355,1172,670,6167,1819,1101,380
75861,1173,264,6167,1819,1102,379
75861,1173,7505,6167,1819,1102,380
75861,1173,669,6167,1819,1102,381
75861,1173,671,6167,1819,1102,381
70381,1172,265,6166,1819,1103,380
70381,1172,7568,6167,1819,1101,380
70381,1172,671,6166,1819,1103,380
70381,1172,678,6167,1819,1103,380
70407,1172,263,6167,1818,1101,381
70407,1172,7570,6167,1819,1103,380
70407,1172,2463,6166,1819,1101,379
70407,1172,670,6168,1818,1101,380
70343,1172,264,6166,1819,1102,379
70343,1172,7564,6166,1819,1102,380
70343,1172,670,6167,1819,1102,381
70343,1172,671,6166,1819,1103,381
70367,1172,265,6167,1819,1104,381
70367,1172,7572,6167,1819,1102,380
70367,1172,670,6167,1819,1104,380
70367,1172,677,6166,1819,1103,380
70281,1172,264,6167,1819,1102,381
70281,1172,7573,6167,1819,1102,380
70281,1172,671,6166,1819,1102,380
70281,1172,670,6167,1818,1104,380
77290,1172,264,6166,1818,1101,380
77290,1172,9354,6167,1819,1103,381
77290,1172,678,6167,1819,1102,381
77290,1172,671,6167,1819,1101,380
70318,1171,264,6167,1819,1102,379
70318,1171,7570,6167,1819,1103,381
70318,1171,678,6166,1819,1103,380
70318,1171,669,6167,1819,1102,380
76061,1173,264,6167,1819,1103,380
76061,1173,7565,6166,1819,1103,380
76061,1173,677,6167,1819,1104,380
76061,1173,677,6166,1819,1103,380
70381,1171,264,6166,1819,1101,381
70381,1171,7569,6167,1819,1104,381
70381,1171,677,6167,1819,1103,380
70381,1171,670,6167,1819,1102,379
88984,1173,264,6167,1819,1102,380
88984,1173,7565,6168,1818,1104,380
88984,1173,677,6166,1819,1101,381
88984,1173,671,6167,1819,1102,380
70370,1171,264,6166,1819,1103,380
70370,1171,7570,6167,1819,1102,380
70370,1171,678,6167,1819,1103,380
70370,1171,670,6166,1819,1102,380
70269,1171,264,6166,1819,1102,381
70269,1171,7569,6167,1819,1104,380
70269,1171,678,6167,1819,1103,380
70269,1171,677,6167,1818,1102,381
70380,1173,264,6167,1819,1101,380
70380,1173,7571,6167,1819,1104,380
70380,1173,677,6167,1819,1101,381
70380,1173,2457,6166,1819,1100,380
77252,1172,264,6166,1819,1103,381
77252,1172,7570,6166,1819,1101,379
77252,1172,670,6167,1819,1103,380
77252,1172,670,6166,1819,1102,380
70319,1172,264,6167,1819,1103,380
70319,1172,7571,6167,1819,1104,379
70319,1172,676,6168,1818,1103,379
70319,1172,669,6167,1819,1104,381
70357,1172,265,6167,1819,1102,380
70357,1172,7568,6167,1818,1103,380
70357,1172,677,6167,1819,1103,380
70357,1172,670,6167,1819,1103,380
75975,1172,264,6166,1818,1103,381
75975,1172,7565,6167,1819,1103,379
75975,1172,2462,6166,1818,1102,381
75975,1172,679,6167,1819,1101,381
70344,1172,265,6167,1819,1104,380
70344,1172,7569,6167,1819,1102,381
