TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
77228,1172,2458,6167,1820,1097,379
70357,1171,263,6166,1820,1098,381
70357,1171,7569,6167,1821,1101,380
70357,1171,670,6167,1820,1099,380
70357,1171,671,6167,1821,1099,381
70395,1172,264,6167,1820,1098,380
70395,1172,7566,6167,1820,1098,380
70395,1172,672,6167,1821,1099,381
70395,1172,672,6166,1820,1099,381
70458,1172,265,6167,1821,1097,380
70458,1172,7572,6166,1821,1096,382
70458,1172,675,6166,1821,1096,380
70458,1172,674,6167,1820,1096,379
70421,1172,264,6168,1820,1097,379
70421,1172,7566,6166,1820,1097,381
70421,1172,2459,6166,1821,1098,381
70421,1172,673,6168,1820,1097,381
75122,1172,265,6167,1821,1097,381
75122,1172,7572,6167,1819,1099,381
75122,1172,672,6166,1820,1098,381
75122,1172,671,6167,1821,1099,380
70469,1172,265,6167,1820,1099,381
70469,1172,7569,6167,1821,1100,381
70469,1172,670,6166,1820,1099,380
70469,1172,671,6167,1821,1099,380
70432,1172,264,6167,1821,1100,382
70432,1172,7571,6167,1821,1102,380
70432,1172,677,6166,1821,1100,380
70432,1172,672,6167,1820,1100,381
77241,1171,264,6166,1820,1100,380
77241,1171,9350,6167,1820,1100,381
77241,1171,670,6166,1821,1101,381
77241,1171,670,6167,1821,1100,381
70331,1171,264,6167,1820,1102,380
70331,1171,7566,6166,1821,1101,381
70331,1171,679,6166,1820,1100,380
70331,1171,670,6167,1821,1100,381
70307,1172,264,6167,1821,1100,381
70307,1172,7565,6167,1821,1098,380
70307,1172,674,6166,1820,1098,381
70307,1172,672,6166,1820,1097,381
70406,1172,263,6166,1820,1097,380
70406,1172,7566,6167,1820,1101,381
70406,1172,678,6167,1821,1101,381
70406,1172,670,6167,1820,1100,381
79586,1172,265,6167,1821,1099,380
79586,1172,7568,6167,1821,1098,381
79586,1172,672,6167,1820,1097,380
79586,1172,672,6166,1820,1098,381
70331,1171,264,6166,1820,1099,381
70331,1171,7568,6166,1820,1097,380
70331,1171,673,6167,1821,1096,381
70331,1171,675,6167,1819,1097,380
75796,1172,264,6167,1819,1096,381
75796,1172,7504,6166,1821,1096,381
75796,1172,675,6167,1820,1099,380
75796,1172,672,6166,1820,1099,380
70281,1171,264,6166,1820,1100,380
70281,1171,7566,6166,1820,1102,380
70281,1171,677,6167,1819,1100,380
70281,1171,2455,6167,1821,1100,380
77241,1171,264,6167,1820,1102,380
77241,1171,7564,6167,1821,1099,381
77241,1171,672,6167,1820,1099,380
77241,1171,671,6167,1821,1100,380
79626,1172,264,6167,1820,1100,381
79626,1172,7565,6167,1821,1100,381
79626,1172,671,6166,1820,1100,380
79626,1172,672,6166,1821,1100,380
70370,1172,264,6166,1821,1098,380
70370,1172,7565,6167,1821,1098,381
70370,1172,674,6167,1820,1097,381
