RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FAULT_ID
2124.854736,4516818.500000,0.013704,5.543883,4.065602,1.508984,6.134929,19.070808,743547.500000,518778.250000,499631.406250,398.437500,1429.687500,375.000000,4
2102.540039,4420639.500000,0.052385,5.438094,4.286880,1.510364,6.474751,18.107317,508726.062500,501358.968750,495833.375000,1500.000000,1476.562500,351.562500,3
2058.543945,4239600.500000,-0.110443,6.083681,4.378501,1.523576,6.670981,21.060268,739643.687500,575758.500000,470283.406250,398.437500,375.000000,2062.500000,3
2046.925293,4191934.500000,-0.116889,6.193522,4.403355,1.537860,6.771742,21.647144,796464.125000,655910.500000,408138.656250,398.437500,375.000000,2062.500000,4
2025.969971,4106234.000000,-0.121811,6.378858,4.448900,1.553758,6.912515,22.290491,789759.187500,520985.906250,410849.062500,398.437500,375.000000,421.875000,4
2052.584717,4215006.000000,-0.204142,5.870989,4.070737,1.531447,6.234119,20.902611,678478.437500,585738.437500,479952.281250,398.437500,421.875000,2039.062500,4
2133.105469,4552355.500000,-0.226379,5.408596,3.917074,1.535496,6.014654,18.595753,741583.375000,522537.687500,459190.875000,398.437500,2320.312500,375.000000,4
2151.098389,4629487.500000,-0.217931,5.270276,3.884310,1.521302,5.909208,18.139359,736668.875000,570001.875000,527709.937500,398.437500,375.000000,2320.312500,4
2151.597900,4631638.000000,-0.219815,5.267495,3.883408,1.515609,5.885728,17.878227,674054.875000,497627.812500,459526.031250,398.437500,375.000000,2343.750000,3
2105.508545,4434428.500000,-0.069651,5.353177,3.658703,1.516237,5.547460,16.735832,582279.875000,553537.437500,461295.218750,421.875000,750.000000,351.562500,4
2077.330322,4317188.500000,0.017785,5.245905,3.865354,1.500419,5.799650,17.367485,697450.625000,562846.000000,491246.031250,398.437500,375.000000,750.000000,3
2077.083740,4316378.500000,0.026481,5.263670,3.865813,1.496447,5.784986,17.149227,759493.625000,606264.187500,479247.937500,398.437500,375.000000,2343.750000,4
2126.773682,4524857.000000,0.075689,5.092985,3.775492,1.499723,5.662193,17.036613,778585.375000,502360.156250,461655.875000,398.437500,2343.750000,375.000000,3
2140.114014,4581841.500000,-0.074234,5.141652,3.751958,1.515538,5.686234,17.351923,582433.750000,503825.937500,446486.687500,398.437500,2343.750000,2460.937500,3
2125.051514,4517767.500000,-0.041645,5.472094,4.840106,1.525275,7.382494,20.997391,627268.687500,471866.531250,441797.281250,398.437500,375.000000,1007.812500,4
2124.531006,4515836.000000,-0.028837,5.463375,4.841292,1.526041,7.388008,21.104805,638676.625000,585225.125000,478877.843750,398.437500,375.000000,1007.812500,4
2072.739990,4297531.000000,-0.112071,5.735430,4.962260,1.540874,7.646216,21.854439,540628.312500,521366.312500,492587.593750,398.437500,375.000000,1007.812500,4
2083.694092,4342817.500000,-0.345374,5.790202,4.936173,1.528771,7.546279,21.392969,502692.937500,485911.937500,392850.125000,351.562500,421.875000,1218.750000,4
2091.847900,4377967.500000,-0.300617,5.578907,4.169463,1.523747,6.353206,19.845201,761897.375000,517980.468750,515773.281250,398.437500,1429.687500,375.000000,4
2081.211670,4333556.000000,-0.324664,5.654116,4.190772,1.529406,6.409391,20.057961,817629.062500,599038.062500,494868.500000,398.437500,375.000000,1429.687500,4
2071.313232,4292313.500000,-0.313814,5.695179,4.210799,1.525386,6.423094,20.010595,825710.750000,540364.187500,501156.781250,398.437500,375.000000,914.062500,3
2025.129761,4102999.750000,-0.005812,6.268599,4.386957,1.548816,6.794590,21.689405,576280.250000,499439.218750,481209.093750,398.437500,421.875000,2156.250000,3
2092.240967,4379438.500000,0.319638,7.696959,6.159070,1.592283,9.806980,26.219259,585562.312500,576828.750000,478826.593750,398.437500,375.000000,2343.750000,3
2096.329102,4396739.000000,0.306100,7.637687,6.147059,1.593927,9.797963,26.352058,675691.062500,625591.875000,507858.656250,375.000000,398.437500,2156.250000,4
2108.897705,4449587.500000,0.300760,7.483457,6.110424,1.583527,9.676023,25.922058,609399.875000,577213.125000,512611.218750,398.437500,375.000000,1429.687500,4
2097.014160,4399042.500000,0.545674,6.932880,6.145051,1.557503,9.570936,24.799711,636382.437500,577813.062500,546020.375000,1406.250000,398.437500,421.875000,3
2035.036377,4143151.000000,0.262947,5.413678,4.329005,1.518438,6.573327,18.946968,838578.562500,536260.250000,468492.156250,398.437500,375.000000,421.875000,4
