RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FAULT_ID
752.891174,567119.062500,0.203012,4.953617,4.668205,1.509055,7.044576,18.399433,267050.906250,200188.390625,175643.734375,1171.875000,1476.562500,1429.687500,4
1689.104736,2854461.250000,1.321289,21.166338,8.809809,2.021837,17.812000,51.295540,643567.562500,638536.687500,565553.750000,1195.312500,1171.875000,1125.000000,1
1689.317871,2855157.250000,1.318035,21.147715,8.808697,2.033326,17.910950,52.693378,653759.625000,639514.437500,584656.062500,1195.312500,1171.875000,1125.000000,3
1769.497925,3132354.500000,1.215305,18.179087,8.409554,1.971927,16.583025,48.878052,691324.812500,578387.312500,555469.500000,1195.312500,1148.437500,1406.250000,3
1964.214722,3859903.000000,0.826517,13.263935,7.575898,1.878169,14.228814,41.977863,1003337.125000,763329.312500,743555.125000,1148.437500,1125.000000,1078.125000,0
1235.361694,1526832.125000,-0.095977,11.249539,5.650505,1.792499,10.128527,32.949558,476378.937500,457160.593750,387612.125000,1125.000000,1148.437500,1195.312500,2
1242.907837,1545572.000000,-0.084021,10.980473,5.616199,1.735242,9.745463,30.148451,496677.562500,450025.937500,418472.687500,1148.437500,1125.000000,1195.312500,4
1119.799438,1254522.375000,-0.449572,12.635418,5.874501,1.747422,10.265234,32.174091,412873.593750,372593.562500,341036.656250,1148.437500,1125.000000,1195.312500,4
645.760681,416824.375000,0.041361,5.027201,4.320563,1.458033,6.299523,16.485023,186963.843750,140545.687500,140221.109375,1500.000000,375.000000,1523.437500,3
1844.912354,3405352.500000,0.734228,21.395826,8.671656,2.160209,18.732592,59.534058,700582.875000,660373.812500,644012.937500,1218.750000,1148.437500,1125.000000,2
1838.049683,3380044.750000,0.746587,21.719467,8.704033,2.237420,19.474579,65.850555,666919.437500,663807.062500,645532.812500,1125.000000,1218.750000,1101.562500,4
1917.632324,3679110.000000,0.700913,18.578133,8.342812,2.067322,17.247282,56.389183,814281.937500,780894.312500,681803.625000,1218.750000,1148.437500,1078.125000,3
1958.667847,3838156.750000,0.663356,17.137375,8.168023,1.963482,16.037766,50.859299,838347.750000,824982.000000,732333.187500,1148.437500,1218.750000,1078.125000,2
923.702332,853641.437500,0.322229,7.196711,5.733824,1.580755,9.063772,23.412676,450177.625000,425849.312500,284241.875000,1101.562500,1125.000000,1195.312500,2
960.946228,923854.500000,0.318405,6.347791,5.511595,1.500075,8.267803,20.253889,463428.281250,420909.218750,307576.250000,1101.562500,1125.000000,1218.750000,2
793.364746,629666.937500,-0.159440,4.901959,3.603263,1.471007,5.300426,16.598093,375176.000000,252409.437500,238747.109375,1101.562500,1125.000000,1242.187500,3
1065.438232,1135474.875000,-1.152715,28.050797,7.315017,1.891047,13.833039,50.671055,253036.578125,249277.015625,244289.421875,1687.500000,1546.875000,1617.187500,0
1740.327271,3030159.000000,0.575586,17.685806,8.323621,2.046717,17.036097,51.078850,663173.187500,646572.187500,544830.062500,1125.000000,1148.437500,1078.125000,3
1721.462036,2964863.250000,0.580277,18.448318,8.414838,2.153986,18.125441,57.889336,670179.312500,579954.375000,550794.062500,1125.000000,1148.437500,1101.562500,4
1750.552490,3065730.500000,0.561624,17.302876,8.275002,2.045546,16.926891,52.430321,705086.625000,638283.062500,601777.375000,1148.437500,1125.000000,1078.125000,2
1559.394653,2432800.750000,1.119334,21.501955,9.289390,1.990984,18.495026,50.654266,609779.562500,546546.500000,512060.250000,1148.437500,1078.125000,1125.000000,2
736.864136,543184.937500,-0.210403,4.506274,3.712654,1.484082,5.509884,16.445845,260845.109375,195817.484375,180425.093750,1125.000000,1148.437500,1382.812500,2
894.314697,800186.750000,0.245952,5.951916,5.725032,1.497759,8.574718,21.503054,315374.000000,309922.937500,307998.031250,1265.625000,1195.312500,1148.437500,3
840.048767,705830.375000,0.332636,6.995870,6.094861,1.549198,9.442146,23.974409,304417.281250,263420.187500,262984.593750,1171.875000,1265.625000,1101.562500,1
1509.933472,2280978.750000,0.639097,16.950548,7.341243,1.988180,14.595709,44.784157,524641.875000,492430.093750,478616.875000,1218.750000,1078.125000,1289.062500,1
1661.378540,2761264.750000,0.223555,13.168431,6.672042,1.940778,12.948954,40.188667,707282.250000,597449.937500,541377.687500,1148.437500,1078.125000,1218.750000,1
1580.691650,2499597.250000,0.188400,15.668067,7.012619,2.111058,14.804047,48.536266,579187.000000,578968.062500,520028.906250,1125.000000,1101.562500,1171.875000,0
1603.614990,2572406.750000,0.187890,14.813531,6.912375,1.975692,13.656723,41.773998,669248.187500,587154.312500,527883.562500,1148.437500,1125.000000,1078.125000,0
997.023865,994474.500000,-1.261166,13.513423,4.317017,1.694858,7.316732,29.074396,353215.687500,340865.343750,290675.062500,1148.437500,1078.125000,1195.312500,4
717.866943,515410.906250,0.153451,5.049615,4.369205,1.465358,6.402450,17.066189,224875.265625,208465.671875,166412.062500,1148.437500,1523.437500,1429.687500,3
897.269165,805472.187500,-0.009982,7.954600,5.849075,1.498523,8.764971,25.349457,366655.718750,293147.468750,291717.093750,1148.437500,1078.125000,1195.312500,4
847.308838,718216.812500,-0.008193,9.724463,6.193957,1.611567,9.981979,30.567823,253792.781250,227658.843750,219000.765625,1148.437500,1195.312500,1500.000000,2
1451.371582,2106975.500000,0.354964,17.980837,8.556732,1.936975,16.574181,47.689903,558909.125000,544300.375000,369404.937500,1148.437500,1078.125000,1218.750000,3
1441.285278,2077973.000000,0.365407,18.440994,8.616613,1.962003,16.905821,49.250427,564009.687500,553286.687500,404834.843750,1148.437500,1078.125000,1218.750000,0
1337.398560,1789496.125000,0.450656,23.655479,9.285936,2.132408,19.801401,59.940334,460490.968750,451260.468750,372280.781250,1101.562500,1125.000000,1171.875000,4
1344.726807,1809175.500000,0.437245,23.144241,9.235332,2.051064,18.942259,54.068718,460976.531250,424913.375000,415455.218750,1125.000000,1101.562500,1148.437500,2
611.729614,373276.875000,0.428863,6.579869,5.133489,1.525473,7.831001,21.109070,230303.421875,158460.156250,140604.312500,1476.562500,1500.000000,1031.250000,2
980.041077,960085.625000,0.822652,17.083786,7.670094,1.855586,14.232517,40.764317,328540.156250,312938.625000,268404.968750,1195.312500,1406.250000,1312.500000,1
1064.542969,1133707.500000,0.614881,13.704452,7.061253,1.800872,12.716413,36.408245,405840.562500,352149.875000,325913.093750,1125.000000,1148.437500,1406.250000,1
1055.881592,1115370.125000,0.638405,14.153939,7.119176,1.871146,13.321020,40.313522,394214.937500,341567.031250,336307.218750,1125.000000,1171.875000,1148.437500,4
1716.925049,2949191.000000,0.321915,11.704720,6.300228,1.936648,12.201322,42.258400,904324.437500,715343.000000,711039.875000,1148.437500,1125.000000,1078.125000,0
1527.048950,2332655.500000,0.237562,15.914256,7.083610,2.024364,14.339806,49.170361,747820.500000,705774.562500,559841.812500,1148.437500,1125.000000,1195.312500,4
1467.698730,2155157.750000,0.262243,18.246265,7.370054,2.143658,15.798878,55.861633,651917.312500,648279.250000,483722.187500,1148.437500,1125.000000,1101.562500,3
1468.762695,2158252.250000,0.266823,18.195841,7.364715,2.116421,15.586837,53.091110,674261.875000,654141.187500,470811.593750,1148.437500,1125.000000,1101.562500,0
597.234985,356862.437500,-0.059051,4.914483,3.683492,1.504757,5.542758,16.677975,176702.125000,162635.171875,161196.859375,1476.562500,1101.562500,1148.437500,4
974.207520,949537.000000,0.143955,14.625751,7.553203,1.810425,13.674508,38.929459,318050.625000,283159.062500,280276.343750,1125.000000,1101.562500,1453.125000,4
986.549500,973749.875000,0.101660,14.026763,7.458710,1.782673,13.296445,37.515839,349855.031250,308523.750000,268628.781250,1125.000000,1101.562500,1148.437500,4
982.833374,966380.125000,0.087246,14.237010,7.486912,1.827949,13.685696,40.389187,351880.187500,304847.656250,257237.312500,1125.000000,1101.562500,1171.875000,0
1424.781982,2030975.000000,-0.012888,9.313938,5.405580,1.855475,10.029921,31.711872,755464.687500,623661.250000,514153.968750,1148.437500,1078.125000,1125.000000,3
1174.551880,1380245.375000,-0.090609,13.502075,6.557201,1.979989,12.983187,40.810947,493576.500000,491854.812500,453003.125000,1125.000000,1148.437500,1078.125000,1
1165.229126,1358421.625000,-0.070107,13.879022,6.609664,2.001258,13.227645,41.330086,480342.125000,478588.625000,471161.406250,1148.437500,1125.000000,1101.562500,1
1165.998901,1360207.625000,-0.062143,13.842160,6.605300,1.985988,13.118051,40.150761,501173.437500,478094.125000,463424.218750,1148.437500,1125.000000,1101.562500,4
489.416016,239609.187500,-0.058649,5.090757,4.363801,1.474483,6.434352,19.177193,122757.328125,119114.148438,110681.023438,1476.562500,1335.937500,1359.375000,2
1122.466187,1260524.000000,0.862866,22.961256,8.043856,2.013813,16.198820,48.831486,444170.593750,418888.312500,348794.750000,1101.562500,1125.000000,1171.875000,4
1122.826904,1261346.875000,0.865885,22.936998,8.041271,2.012278,16.181271,49.039516,456662.250000,412511.656250,338366.937500,1101.562500,1125.000000,1171.875000,4
1130.885010,1279356.625000,0.847779,22.316069,7.983974,2.014386,16.082809,49.961941,476426.562500,396780.375000,343173.250000,1101.562500,1125.000000,1171.875000,4
1439.210693,2072304.000000,0.424361,11.450942,6.273547,1.830964,11.486638,36.024601,738284.937500,625765.937500,555281.750000,1148.437500,1078.125000,1218.750000,2
1046.295044,1095246.875000,0.016071,10.871777,5.699263,1.778311,10.135060,31.573614,409619.062500,396570.250000,384592.250000,1101.562500,1195.312500,1171.875000,4
1049.975342,1102985.875000,0.005746,10.721185,5.679286,1.738186,9.871656,29.496143,431979.218750,416195.406250,389939.437500,1101.562500,1195.312500,1148.437500,1
1041.662354,1085496.125000,-0.001786,10.998194,5.724610,1.735187,9.933268,29.315063,440488.218750,388669.062500,388339.125000,1101.562500,1195.312500,1148.437500,1
561.441589,315363.156250,0.111763,4.791038,3.852876,1.453546,5.600334,15.641981,142472.218750,139973.750000,135164.625000,1546.875000,1476.562500,1078.125000,0
1264.541260,1599823.250000,0.235157,21.539722,8.279351,2.027574,16.786999,53.178932,481015.875000,428589.687500,420068.906250,1148.437500,1125.000000,1054.687500,2
1260.108398,1588617.125000,0.236165,21.842180,8.308476,2.088488,17.352154,57.916576,451095.968750,421092.062500,420817.000000,1148.437500,1054.687500,1125.000000,0
1315.384644,1731079.625000,0.245590,19.053043,7.959331,2.035607,16.202072,54.718815,492603.875000,440001.718750,431339.437500,1148.437500,1125.000000,1078.125000,4
1380.583374,1906935.750000,0.344339,16.296885,7.583447,1.955898,14.832451,49.701294,571327.875000,560646.812500,442470.500000,1078.125000,1148.437500,1125.000000,4
785.834839,617814.062500,0.907496,12.063179,7.117764,1.700273,12.102141,32.634434,245021.468750,217631.968750,212541.703125,1101.562500,1125.000000,1265.625000,3
801.431946,642606.750000,0.873564,11.220447,6.979241,1.635124,11.411926,29.600840,249917.968750,247817.281250,225658.265625,1265.625000,1101.562500,1195.312500,4
707.707031,501029.000000,1.064384,10.605492,7.903534,1.584623,12.524120,25.988279,216502.484375,187954.046875,175751.218750,937.500000,1101.562500,1031.250000,0
555.099854,308078.406250,0.335160,5.221250,4.796202,1.480238,7.099521,18.535563,170616.140625,151727.750000,137044.796875,1171.875000,1195.312500,1476.562500,4
1180.985107,1395405.125000,0.845044,19.976574,9.357381,1.980279,18.530222,49.361374,473639.437500,469543.312500,405716.031250,1125.000000,1148.437500,1078.125000,2
1171.660522,1373459.875000,0.870326,20.618181,9.431851,2.047696,19.313564,53.645233,460135.593750,433263.656250,405211.062500,1125.000000,1148.437500,1101.562500,3
1233.985962,1523385.750000,0.783603,17.166790,8.955473,1.909220,17.097963,46.311481,549969.500000,506933.500000,435973.250000,1148.437500,1078.125000,1125.000000,3
1252.705444,1569840.875000,0.738447,16.270676,8.821649,1.878721,16.573412,44.786896,628274.500000,519078.437500,424198.125000,1148.437500,1078.125000,1125.000000,1
725.721436,526915.250000,0.088259,6.486353,5.427234,1.561930,8.476960,23.099237,294117.000000,234848.953125,221134.109375,1125.000000,1148.437500,1054.687500,1
769.948242,593102.250000,0.066389,5.616456,5.115486,1.501936,7.683132,20.177364,325222.593750,225978.656250,223035.484375,1125.000000,1148.437500,1195.312500,2
668.779907,447352.312500,-0.049901,5.394647,4.466897,1.505853,6.726492,20.078445,204671.812500,186810.750000,184228.406250,1125.000000,1546.875000,1523.437500,2
1051.067871,1105154.500000,0.927096,31.170282,10.366761,1.934330,20.052732,58.707298,296279.281250,287331.281250,264975.218750,1218.750000,1546.875000,1406.250000,2
1390.549072,1934461.250000,0.854737,19.097092,7.835876,1.992438,15.612494,48.713062,432241.687500,429341.625000,405620.062500,1078.125000,1148.437500,1101.562500,0
1371.252808,1881191.625000,0.884228,20.141783,7.946142,2.074626,16.485273,53.637455,457118.406250,430046.000000,378581.156250,1101.562500,1171.875000,1078.125000,2
1409.207031,1986496.250000,0.831799,18.167776,7.732129,1.935381,14.964612,46.389523,520192.906250,462947.750000,373047.218750,1078.125000,1148.437500,1195.312500,4
1160.703369,1347801.250000,0.792188,19.049437,9.041747,1.815269,16.413198,42.650543,422856.281250,414248.468750,299064.406250,1078.125000,1148.437500,1007.812500,3
708.403625,501939.281250,0.083912,4.553451,4.693792,1.470272,6.901152,17.749577,195904.671875,167469.453125,166085.875000,1148.437500,1335.937500,1078.125000,0
821.737793,675577.875000,0.226765,5.008698,5.084486,1.456255,7.404308,18.083626,316205.718750,271826.531250,255554.265625,1148.437500,1078.125000,1195.312500,2
754.501038,569403.125000,0.294258,6.051922,5.537585,1.521332,8.424507,21.225657,216394.140625,192327.656250,191358.140625,1148.437500,1242.187500,1195.312500,3
1426.807495,2036395.375000,0.867192,24.068729,8.347462,2.042578,17.050341,54.303143,450664.875000,426784.062500,418231.937500,1078.125000,1289.062500,1148.437500,0
1479.779297,2190734.000000,0.711992,21.330132,8.048647,2.012850,16.200720,51.788734,573719.937500,535279.250000,512747.281250,1148.437500,1125.000000,1078.125000,0
1417.288208,2009681.000000,0.763272,25.046289,8.403527,2.187768,18.384970,61.511593,495477.406250,491193.875000,451373.531250,1101.562500,1125.000000,1148.437500,4
1432.369263,2052543.000000,0.758295,24.042707,8.315049,2.066157,17.180201,53.997112,519885.937500,474088.875000,471800.218750,1148.437500,1078.125000,1125.000000,3
744.396973,554141.125000,-0.973005,9.499387,4.074532,1.558397,6.349737,23.743544,222218.812500,173136.437500,171972.890625,1078.125000,1148.437500,1031.250000,3
693.269409,480857.187500,-0.761797,8.783085,4.689936,1.511483,7.088758,26.602428,189237.421875,183745.812500,170675.765625,1406.250000,2953.125000,1453.125000,4
786.303162,618543.687500,-0.111925,8.410571,5.542385,1.520953,8.429705,26.723974,196704.640625,183140.765625,182359.312500,1125.000000,1195.312500,1148.437500,4
756.857971,572987.062500,-0.141794,9.651227,5.758008,1.611548,9.279305,30.772884,169428.593750,163910.640625,161141.734375,1148.437500,1195.312500,1125.000000,2
1307.772583,1711007.000000,0.578862,15.160565,8.180655,1.882890,15.403273,43.753288,495830.937500,404544.250000,391371.218750,1148.437500,1078.125000,1125.000000,1
1277.300903,1632281.625000,0.706788,16.199770,8.375815,1.900002,15.914068,45.206306,390360.343750,378384.750000,375098.031250,1148.437500,1078.125000,1195.312500,4
1221.621582,1493089.875000,0.704984,18.837267,8.757570,1.987392,17.404726,50.106953,406812.625000,353284.281250,332581.093750,1125.000000,1195.312500,1054.687500,1
1223.086182,1496645.750000,0.691679,18.735962,8.747083,1.951133,17.066719,47.132706,402331.906250,357806.156250,329279.093750,1125.000000,1195.312500,1078.125000,1
583.702454,340402.250000,-0.021189,6.524962,5.297730,1.485279,7.868606,22.970730,222221.656250,137287.484375,136014.453125,1476.562500,1171.875000,1500.000000,3
880.146606,774546.125000,0.407352,14.637984,6.524978,1.766043,11.523391,36.065178,276491.343750,263611.937500,197630.218750,1242.187500,1218.750000,1289.062500,0
920.943787,848523.500000,0.191115,13.124159,6.235926,1.747771,10.898973,34.263901,266147.812500,265332.093750,263353.906250,1125.000000,1218.750000,1148.437500,2
917.867676,842881.250000,0.200460,13.300689,6.256824,1.791471,11.208919,36.963173,270537.906250,263620.281250,246278.421875,1218.750000,1148.437500,1125.000000,3
1253.426636,1571750.375000,-0.084696,9.956987,5.112320,1.819611,9.302434,34.553055,472659.281250,458285.250000,364969.843750,1148.437500,1078.125000,1195.312500,4
1080.329102,1167551.625000,-0.414683,12.126968,5.931450,1.799225,10.672012,38.458767,360099.156250,349245.187500,322664.125000,1078.125000,1148.437500,1523.437500,0
1044.046509,1090566.375000,-0.350735,13.378196,6.137579,1.846794,11.334843,41.393459,328912.093750,295709.187500,292899.718750,1148.437500,1523.437500,1078.125000,0
1046.897827,1096501.500000,-0.334302,13.229827,6.120863,1.823162,11.159327,39.647305,319895.000000,310461.968750,277161.843750,1078.125000,1148.437500,1500.000000,2
649.294189,421762.656250,0.216746,5.936203,5.139532,1.541687,7.923550,21.315784,240770.421875,194684.718750,160740.000000,1476.562500,1500.000000,1148.437500,2
1202.129150,1445655.125000,0.769126,16.792852,7.952064,1.937218,15.404878,44.499619,496310.031250,427887.468750,364006.031250,1171.875000,1148.437500,1242.187500,1
1204.063354,1450456.250000,0.746933,16.664068,7.939289,1.929238,15.316778,44.161720,506482.312500,423423.562500,369005.937500,1171.875000,1148.437500,1195.312500,3
1202.749634,1447313.750000,0.738114,16.725206,7.947961,1.947635,15.479729,45.834000,516094.593750,421982.437500,381550.000000,1171.875000,1148.437500,1429.687500,3
1460.001953,2132648.250000,0.610737,10.747744,6.547531,1.843747,12.071989,36.215137,708935.062500,569233.687500,536456.875000,1148.437500,1078.125000,1218.750000,0
1032.629761,1066751.125000,0.625006,12.908360,7.193101,1.802610,12.966356,37.885006,400346.468750,361428.187500,336983.593750,1101.562500,1078.125000,1125.000000,1
1030.740967,1062933.750000,0.640459,13.012581,7.206282,1.805813,13.013198,37.630783,401146.625000,358515.750000,335207.562500,1101.562500,1078.125000,1125.000000,0
1030.601318,1062634.500000,0.640751,13.016208,7.207258,1.804011,13.001977,37.271603,416683.500000,374039.031250,342435.406250,1101.562500,1078.125000,1125.000000,1
605.715393,367059.875000,0.117004,5.352968,4.013308,1.527047,6.128510,17.644020,174085.859375,161399.578125,156487.875000,1476.562500,1101.562500,1500.000000,4
1139.814209,1299803.375000,0.373171,16.805338,7.770179,1.891733,14.699106,44.118526,438102.437500,406533.125000,377576.750000,1148.437500,1171.875000,1078.125000,3
1140.922485,1302339.875000,0.368837,16.736851,7.762631,1.884379,14.627743,44.159473,435597.718750,386723.625000,384732.156250,1148.437500,1078.125000,1171.875000,2
1176.907593,1385752.000000,0.393555,15.139562,7.525281,1.861663,14.009538,42.961449,455170.656250,422135.875000,355723.406250,1148.437500,1078.125000,1171.875000,3
1329.942749,1769455.250000,0.266618,11.727975,6.659355,1.810051,12.053771,37.240166,589115.437500,531172.375000,526036.437500,1148.437500,1125.000000,1078.125000,0
899.410339,809318.812500,0.076346,13.609422,7.064405,1.741343,12.301550,38.977516,347498.562500,265781.500000,265284.687500,1125.000000,1453.125000,1078.125000,2
898.574890,807829.875000,0.084602,13.656118,7.070973,1.728066,12.219105,37.700653,329745.375000,265465.062500,263725.031250,1125.000000,1078.125000,1054.687500,1
851.513855,725349.375000,-0.064160,15.604826,7.461768,1.726963,12.886199,39.165379,263804.968750,254747.453125,246438.015625,1125.000000,1054.687500,1453.125000,2
